334,select * from fDocFunctionParams(&&&)
2019-06-06 01:25:00,1
2019-06-06 03:57:00,1
2019-06-06 05:20:00,1
2019-06-06 05:21:00,1
2019-06-06 05:45:00,1
2019-06-06 06:25:00,1
2019-06-06 06:54:00,1
2019-06-06 07:11:00,1
2019-06-06 07:14:00,1
2019-06-06 07:18:00,1
2019-06-06 07:19:00,2
2019-06-06 07:28:00,1
2019-06-06 07:52:00,12
2019-06-06 08:02:00,1
2019-06-06 08:18:00,1
2019-06-06 08:35:00,1
2019-06-06 08:44:00,3
2019-06-06 09:17:00,1
2019-06-06 09:52:00,1
2019-06-06 09:57:00,1
2019-06-06 09:58:00,1
2019-06-06 10:03:00,1
2019-06-06 10:08:00,1
2019-06-06 10:30:00,1
2019-06-06 10:53:00,1
2019-06-06 11:01:00,1
2019-06-06 11:25:00,1
2019-06-06 11:44:00,1
2019-06-06 12:10:00,1
2019-06-06 12:18:00,1
2019-06-06 12:37:00,1
2019-06-06 12:38:00,1
2019-06-06 12:40:00,1
2019-06-06 13:33:00,1
2019-06-06 14:23:00,1
2019-06-06 14:28:00,1
2019-06-06 14:29:00,1
2019-06-06 14:30:00,1
2019-06-06 14:31:00,1
2019-06-06 14:32:00,2
2019-06-06 14:43:00,1
2019-06-06 14:46:00,1
2019-06-06 15:10:00,1
2019-06-06 15:15:00,2
2019-06-06 15:17:00,2
2019-06-06 15:18:00,2
2019-06-06 15:19:00,4
2019-06-06 15:20:00,15
2019-06-06 15:21:00,14
2019-06-06 15:22:00,17
2019-06-06 15:23:00,21
2019-06-06 15:24:00,15
2019-06-06 15:25:00,14
2019-06-06 15:26:00,13
2019-06-06 15:27:00,13
2019-06-06 15:28:00,13
2019-06-06 15:29:00,13
2019-06-06 15:30:00,15
2019-06-06 15:31:00,20
2019-06-06 15:32:00,13
2019-06-06 15:33:00,8
2019-06-06 15:34:00,20
2019-06-06 15:35:00,8
2019-06-06 15:51:00,1
2019-06-06 15:58:00,1
2019-06-06 16:00:00,1
2019-06-06 16:01:00,2
2019-06-06 16:02:00,1
2019-06-06 16:12:00,2
2019-06-06 16:14:00,1
2019-06-06 16:16:00,1
2019-06-06 16:20:00,3
2019-06-06 16:21:00,1
2019-06-06 16:22:00,1
2019-06-06 16:23:00,2
2019-06-06 16:24:00,1
2019-06-06 16:44:00,2
2019-06-06 16:45:00,1
2019-06-06 16:46:00,1
2019-06-06 16:47:00,2
2019-06-06 17:00:00,1
2019-06-06 17:22:00,1
2019-06-06 19:20:00,1
2019-06-06 20:58:00,1
2019-06-06 21:45:00,1
2019-06-06 21:58:00,1
2019-06-06 21:59:00,1
2019-06-06 22:06:00,1
2019-06-06 22:24:00,1
2019-06-06 23:07:00,1
