5136,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-11-15 08:39:00,25
2019-11-15 08:40:00,30
2019-11-15 08:41:00,29
2019-11-15 08:42:00,28
2019-11-15 08:43:00,27
2019-11-15 08:44:00,20
2019-11-15 08:45:00,18
2019-11-15 08:46:00,18
2019-11-15 08:47:00,16
2019-11-15 08:48:00,16
2019-11-15 08:49:00,16
2019-11-15 08:50:00,19
2019-11-15 08:51:00,19
2019-11-15 08:52:00,16
2019-11-15 08:53:00,17
2019-11-15 08:54:00,17
2019-11-15 08:55:00,18
2019-11-15 08:56:00,11
2019-11-15 09:02:00,7
2019-11-15 09:03:00,33
2019-11-15 09:04:00,34
2019-11-15 09:05:00,34
2019-11-15 09:06:00,33
2019-11-15 09:07:00,32
2019-11-15 09:08:00,31
2019-11-15 09:09:00,29
2019-11-15 09:10:00,29
2019-11-15 09:11:00,28
2019-11-15 09:12:00,29
2019-11-15 09:13:00,29
2019-11-15 09:14:00,12
2019-11-15 09:53:00,22
2019-11-15 09:54:00,29
2019-11-15 09:55:00,24
2019-11-15 09:56:00,21
2019-11-15 09:57:00,18
2019-11-15 09:58:00,18
2019-11-15 09:59:00,19
2019-11-15 10:00:00,14
2019-11-15 10:01:00,15
2019-11-15 10:02:00,16
2019-11-15 10:03:00,14
2019-11-15 10:04:00,14
2019-11-15 10:05:00,14
2019-11-15 10:06:00,16
2019-11-15 10:07:00,15
2019-11-15 10:08:00,16
2019-11-15 10:09:00,13
2019-11-15 10:10:00,13
2019-11-15 10:11:00,14
2019-11-15 10:12:00,14
2019-11-15 10:13:00,14
2019-11-15 10:14:00,12
2019-11-15 10:15:00,12
2019-11-15 10:16:00,11
2019-11-15 10:17:00,12
2019-11-15 10:18:00,12
2019-11-15 10:19:00,12
2019-11-15 10:20:00,12
2019-11-15 10:21:00,12
2019-11-15 10:22:00,13
2019-11-15 10:23:00,12
2019-11-15 10:24:00,12
2019-11-15 10:25:00,12
2019-11-15 10:26:00,13
2019-11-15 10:27:00,12
2019-11-15 10:28:00,13
2019-11-15 10:29:00,12
2019-11-15 10:30:00,12
2019-11-15 10:31:00,13
2019-11-15 10:32:00,12
2019-11-15 10:33:00,12
2019-11-15 10:34:00,12
2019-11-15 10:35:00,13
2019-11-15 10:36:00,12
2019-11-15 10:37:00,12
2019-11-15 10:38:00,12
2019-11-15 10:39:00,12
2019-11-15 10:40:00,12
2019-11-15 10:41:00,12
2019-11-15 10:42:00,12
2019-11-15 10:43:00,12
2019-11-15 10:44:00,11
2019-11-15 10:45:00,12
2019-11-15 10:46:00,4
2019-11-15 10:50:00,9
2019-11-15 10:51:00,36
2019-11-15 10:52:00,36
2019-11-15 10:53:00,36
2019-11-15 10:54:00,34
2019-11-15 10:55:00,32
2019-11-15 10:56:00,32
2019-11-15 10:57:00,32
2019-11-15 10:58:00,31
2019-11-15 10:59:00,31
2019-11-15 11:00:00,27
2019-11-15 11:01:00,29
2019-11-15 11:02:00,28
2019-11-15 11:03:00,26
2019-11-15 11:04:00,27
2019-11-15 11:05:00,27
2019-11-15 11:06:00,25
2019-11-15 11:07:00,24
2019-11-15 11:08:00,26
2019-11-15 11:09:00,25
2019-11-15 11:10:00,26
2019-11-15 11:11:00,23
2019-11-15 11:12:00,24
2019-11-15 11:13:00,23
2019-11-15 11:14:00,22
2019-11-15 11:15:00,21
2019-11-15 11:16:00,8
2019-11-15 11:21:00,5
2019-11-15 11:22:00,34
2019-11-15 11:23:00,36
2019-11-15 11:24:00,35
2019-11-15 11:25:00,34
2019-11-15 11:26:00,34
2019-11-15 11:27:00,34
2019-11-15 11:28:00,34
2019-11-15 11:29:00,34
2019-11-15 11:30:00,31
2019-11-15 11:31:00,30
2019-11-15 11:32:00,31
2019-11-15 11:33:00,30
2019-11-15 11:34:00,29
2019-11-15 11:35:00,29
2019-11-15 11:36:00,28
2019-11-15 11:37:00,26
2019-11-15 11:38:00,23
2019-11-15 11:39:00,22
2019-11-15 11:40:00,22
2019-11-15 11:41:00,16
2019-11-15 11:42:00,9
2019-11-15 11:43:00,21
2019-11-15 11:44:00,22
2019-11-15 11:45:00,17
2019-11-15 11:46:00,17
2019-11-15 11:47:00,20
2019-11-15 11:48:00,20
