78,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-11-15 01:11:00,2
2019-11-15 01:20:00,4
2019-11-15 01:21:00,2
2019-11-15 01:22:00,8
2019-11-15 01:23:00,4
2019-11-15 01:24:00,4
2019-11-15 01:28:00,4
2019-11-15 01:31:00,4
2019-11-15 01:32:00,2
2019-11-15 01:35:00,2
2019-11-15 01:36:00,6
2019-11-15 01:37:00,4
2019-11-15 01:38:00,4
2019-11-15 01:42:00,2
2019-11-15 01:43:00,5
2019-11-15 01:44:00,1
2019-11-15 01:46:00,2
2019-11-15 01:47:00,4
2019-11-15 01:48:00,2
2019-11-15 05:41:00,2
2019-11-15 05:42:00,2
2019-11-15 07:58:00,2
2019-11-15 08:02:00,2
2019-11-15 08:04:00,4
