696,select * from dbo.fDocColumns(&&&)
2019-11-15 00:03:00,2
2019-11-15 00:14:00,1
2019-11-15 00:50:00,30
2019-11-15 00:51:00,31
2019-11-15 00:52:00,34
2019-11-15 00:53:00,46
2019-11-15 00:54:00,56
2019-11-15 00:55:00,33
2019-11-15 00:56:00,21
2019-11-15 01:16:00,1
2019-11-15 01:18:00,2
2019-11-15 01:39:00,3
2019-11-15 01:52:00,2
2019-11-15 02:02:00,1
2019-11-15 02:07:00,2
2019-11-15 02:51:00,1
2019-11-15 03:36:00,1
2019-11-15 03:50:00,2
2019-11-15 03:57:00,1
2019-11-15 04:04:00,3
2019-11-15 04:05:00,7
2019-11-15 04:09:00,5
2019-11-15 04:10:00,3
2019-11-15 04:42:00,2
2019-11-15 05:03:00,1
2019-11-15 05:04:00,20
2019-11-15 05:15:00,6
2019-11-15 05:21:00,1
2019-11-15 05:38:00,1
2019-11-15 05:58:00,1
2019-11-15 06:01:00,2
2019-11-15 06:44:00,3
2019-11-15 07:03:00,1
2019-11-15 07:09:00,1
2019-11-15 07:12:00,2
2019-11-15 08:42:00,3
2019-11-15 08:52:00,1
2019-11-15 08:53:00,2
2019-11-15 08:57:00,1
2019-11-15 09:54:00,2
2019-11-15 10:00:00,4
2019-11-15 10:04:00,1
2019-11-15 10:08:00,1
2019-11-15 10:13:00,1
2019-11-15 10:21:00,2
2019-11-15 10:24:00,2
2019-11-15 10:41:00,1
2019-11-15 10:42:00,1
2019-11-15 10:57:00,1
2019-11-15 11:06:00,3
2019-11-15 11:10:00,3
2019-11-15 11:13:00,2
2019-11-15 11:16:00,2
2019-11-15 11:17:00,2
2019-11-15 11:18:00,4
2019-11-15 11:20:00,4
2019-11-15 11:25:00,1
2019-11-15 11:40:00,1
2019-11-15 11:46:00,1
2019-11-15 12:05:00,3
2019-11-15 12:07:00,1
2019-11-15 13:03:00,3
2019-11-15 13:41:00,3
2019-11-15 13:46:00,1
2019-11-15 14:12:00,1
2019-11-15 14:19:00,1
2019-11-15 14:20:00,1
2019-11-15 14:30:00,7
2019-11-15 14:36:00,2
2019-11-15 15:23:00,38
2019-11-15 15:24:00,20
2019-11-15 15:25:00,51
2019-11-15 15:26:00,44
2019-11-15 15:28:00,75
2019-11-15 15:29:00,22
2019-11-15 16:19:00,1
2019-11-15 16:41:00,2
2019-11-15 16:45:00,2
2019-11-15 17:32:00,2
2019-11-15 18:19:00,1
2019-11-15 18:41:00,1
2019-11-15 18:46:00,1
2019-11-15 18:50:00,2
2019-11-15 19:17:00,1
2019-11-15 19:27:00,2
2019-11-15 19:50:00,3
2019-11-15 20:43:00,2
2019-11-15 21:04:00,2
2019-11-15 21:17:00,1
2019-11-15 21:18:00,1
2019-11-15 21:19:00,2
2019-11-15 21:23:00,2
2019-11-15 21:41:00,2
2019-11-15 21:50:00,3
2019-11-15 21:57:00,1
2019-11-15 22:44:00,1
2019-11-15 22:59:00,1
2019-11-15 23:09:00,3
2019-11-15 23:13:00,1
2019-11-15 23:15:00,1
2019-11-15 23:34:00,3
2019-11-15 23:42:00,2
2019-11-15 23:48:00,2
