3,"SELECT top # objid, ra, dec, z, dered_u AS mag_u, dered_g AS mag_g, dered_r AS mag_r, dered_i AS mag_i, dered_z AS mag_z FROM specObj WHERE (class = &&& AND Zwarning = #)"
2019-11-15 11:10:00,1
2019-11-15 11:12:00,1
2019-11-15 11:13:00,1
