429,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-11-15 00:00:00,2
2019-11-15 00:04:00,2
2019-11-15 00:10:00,2
2019-11-15 00:41:00,2
2019-11-15 00:45:00,2
2019-11-15 00:50:00,2
2019-11-15 00:56:00,2
2019-11-15 01:30:00,2
2019-11-15 01:34:00,2
2019-11-15 01:39:00,2
2019-11-15 01:45:00,2
2019-11-15 02:21:00,2
2019-11-15 02:25:00,2
2019-11-15 02:30:00,2
2019-11-15 02:35:00,2
2019-11-15 03:08:00,2
2019-11-15 03:12:00,2
2019-11-15 03:17:00,2
2019-11-15 03:23:00,2
2019-11-15 03:52:00,2
2019-11-15 03:56:00,2
2019-11-15 04:00:00,2
2019-11-15 04:06:00,2
2019-11-15 04:34:00,2
2019-11-15 04:38:00,2
2019-11-15 04:43:00,2
2019-11-15 04:48:00,2
2019-11-15 05:18:00,2
2019-11-15 05:22:00,2
2019-11-15 05:27:00,2
2019-11-15 05:33:00,2
2019-11-15 06:04:00,2
2019-11-15 06:08:00,2
2019-11-15 06:13:00,2
2019-11-15 06:18:00,2
2019-11-15 06:46:00,2
2019-11-15 06:50:00,2
2019-11-15 06:55:00,2
2019-11-15 07:01:00,2
2019-11-15 07:32:00,2
2019-11-15 07:36:00,2
2019-11-15 07:41:00,2
2019-11-15 07:47:00,2
2019-11-15 08:06:00,2
2019-11-15 08:08:00,2
2019-11-15 08:11:00,2
2019-11-15 08:13:00,2
2019-11-15 08:15:00,2
2019-11-15 08:18:00,2
2019-11-15 08:20:00,2
2019-11-15 08:21:00,2
2019-11-15 08:22:00,2
2019-11-15 08:25:00,2
2019-11-15 08:26:00,2
2019-11-15 08:27:00,2
2019-11-15 08:30:00,2
2019-11-15 08:31:00,2
2019-11-15 08:32:00,2
2019-11-15 08:34:00,2
2019-11-15 08:37:00,4
2019-11-15 08:39:00,2
2019-11-15 08:41:00,2
2019-11-15 08:44:00,2
2019-11-15 08:46:00,2
2019-11-15 08:48:00,2
2019-11-15 08:50:00,2
2019-11-15 08:51:00,8
2019-11-15 08:53:00,2
2019-11-15 08:55:00,2
