3,"SELECT ObjID,r,g,i,u,redness into mydb.Red_E_Galaxies FROM mydb.E_Galaxies as e WHERE redness < # ORDER BY redness ASC"
2019-08-14 09:02:00,1
2019-08-14 09:20:00,1
2019-08-14 09:25:00,1
