378,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-14 01:01:00,3
2019-08-14 01:04:00,1
2019-08-14 01:20:00,3
2019-08-14 01:23:00,1
2019-08-14 01:39:00,2
2019-08-14 01:40:00,1
2019-08-14 01:42:00,1
2019-08-14 01:59:00,3
2019-08-14 02:01:00,1
2019-08-14 02:18:00,3
2019-08-14 02:21:00,1
2019-08-14 02:37:00,3
2019-08-14 02:40:00,1
2019-08-14 02:44:00,2
2019-08-14 02:45:00,3
2019-08-14 02:46:00,2
2019-08-14 02:48:00,2
2019-08-14 02:52:00,1
2019-08-14 02:53:00,2
2019-08-14 02:54:00,1
2019-08-14 02:59:00,2
2019-08-14 03:00:00,1
2019-08-14 03:02:00,1
2019-08-14 03:06:00,2
2019-08-14 03:07:00,3
2019-08-14 03:09:00,3
2019-08-14 03:14:00,3
2019-08-14 03:16:00,1
2019-08-14 03:21:00,6
2019-08-14 03:22:00,2
2019-08-14 03:23:00,1
2019-08-14 03:28:00,3
2019-08-14 03:29:00,2
2019-08-14 03:30:00,1
2019-08-14 03:35:00,7
2019-08-14 03:37:00,1
2019-08-14 03:40:00,2
2019-08-14 03:42:00,4
2019-08-14 03:43:00,5
2019-08-14 03:44:00,2
2019-08-14 03:47:00,2
2019-08-14 03:49:00,7
2019-08-14 03:50:00,2
2019-08-14 03:51:00,2
2019-08-14 03:54:00,2
2019-08-14 03:56:00,5
2019-08-14 03:57:00,4
2019-08-14 03:58:00,2
2019-08-14 04:01:00,2
2019-08-14 04:55:00,4
2019-08-14 04:57:00,6
2019-08-14 04:59:00,4
2019-08-14 05:10:00,2
2019-08-14 05:11:00,8
2019-08-14 05:13:00,1
2019-08-14 05:15:00,2
2019-08-14 05:26:00,2
2019-08-14 05:27:00,4
2019-08-14 05:28:00,2
2019-08-14 05:29:00,1
2019-08-14 05:31:00,2
2019-08-14 05:43:00,8
2019-08-14 05:44:00,2
2019-08-14 05:45:00,2
2019-08-14 05:47:00,2
2019-08-14 05:57:00,2
2019-08-14 05:58:00,6
2019-08-14 05:59:00,2
2019-08-14 06:00:00,2
2019-08-14 06:02:00,2
2019-08-14 06:13:00,8
2019-08-14 06:14:00,2
2019-08-14 06:15:00,2
2019-08-14 06:17:00,2
2019-08-14 06:29:00,2
2019-08-14 06:30:00,6
2019-08-14 06:31:00,2
2019-08-14 06:32:00,2
2019-08-14 06:34:00,2
2019-08-14 06:49:00,6
2019-08-14 06:50:00,4
2019-08-14 06:51:00,1
2019-08-14 06:53:00,2
2019-08-14 07:20:00,4
2019-08-14 07:21:00,5
2019-08-14 07:22:00,2
2019-08-14 07:24:00,2
2019-08-14 07:34:00,2
2019-08-14 07:35:00,3
2019-08-14 07:36:00,4
2019-08-14 07:38:00,1
2019-08-14 07:54:00,4
2019-08-14 07:55:00,4
2019-08-14 07:57:00,2
2019-08-14 07:58:00,2
2019-08-14 07:59:00,2
2019-08-14 08:18:00,4
2019-08-14 08:19:00,2
2019-08-14 08:20:00,4
2019-08-14 08:22:00,2
2019-08-14 08:24:00,2
2019-08-14 08:38:00,4
2019-08-14 08:39:00,4
2019-08-14 08:40:00,1
2019-08-14 08:41:00,3
2019-08-14 08:44:00,2
2019-08-14 08:59:00,2
2019-08-14 09:00:00,2
2019-08-14 09:01:00,1
2019-08-14 09:02:00,2
2019-08-14 09:03:00,2
2019-08-14 09:05:00,2
2019-08-14 09:20:00,4
2019-08-14 09:21:00,4
2019-08-14 09:23:00,2
2019-08-14 09:41:00,4
2019-08-14 09:42:00,2
2019-08-14 09:44:00,2
2019-08-14 10:23:00,1
2019-08-14 10:24:00,2
2019-08-14 10:27:00,2
2019-08-14 12:03:00,3
2019-08-14 12:04:00,3
2019-08-14 12:05:00,3
2019-08-14 12:06:00,3
2019-08-14 12:08:00,2
2019-08-14 12:10:00,2
2019-08-14 12:15:00,1
2019-08-14 12:16:00,1
2019-08-14 12:18:00,1
2019-08-14 12:19:00,1
2019-08-14 13:26:00,1
2019-08-14 13:38:00,1
2019-08-14 13:48:00,1
2019-08-14 14:17:00,1
2019-08-14 14:21:00,1
2019-08-14 14:38:00,1
2019-08-14 14:39:00,2
2019-08-14 14:42:00,3
2019-08-14 14:45:00,3
2019-08-14 14:49:00,1
2019-08-14 14:59:00,1
2019-08-14 15:00:00,2
2019-08-14 15:01:00,2
2019-08-14 15:03:00,1
2019-08-14 15:05:00,1
2019-08-14 15:07:00,1
2019-08-14 15:10:00,1
2019-08-14 15:12:00,1
2019-08-14 15:13:00,2
2019-08-14 15:14:00,1
2019-08-14 15:16:00,1
2019-08-14 15:18:00,1
2019-08-14 15:21:00,1
2019-08-14 15:23:00,1
2019-08-14 15:25:00,1
2019-08-14 15:32:00,2
