39,select * from emissionLinesPort where specObjId=#
2019-04-19 00:06:00,1
2019-04-19 01:11:00,1
2019-04-19 01:54:00,1
2019-04-19 02:07:00,1
2019-04-19 02:09:00,1
2019-04-19 02:13:00,1
2019-04-19 02:51:00,1
2019-04-19 02:57:00,1
2019-04-19 03:37:00,1
2019-04-19 03:51:00,1
2019-04-19 05:01:00,1
2019-04-19 05:21:00,1
2019-04-19 06:08:00,2
2019-04-19 06:09:00,1
2019-04-19 06:44:00,1
2019-04-19 07:08:00,1
2019-04-19 07:27:00,1
2019-04-19 08:18:00,1
2019-04-19 09:37:00,1
2019-04-19 10:35:00,1
2019-04-19 11:26:00,1
2019-04-19 11:28:00,1
2019-04-19 13:34:00,1
2019-04-19 14:26:00,1
2019-04-19 14:38:00,1
2019-04-19 14:44:00,1
2019-04-19 15:13:00,1
2019-04-19 16:41:00,1
2019-04-19 17:21:00,1
2019-04-19 17:30:00,1
2019-04-19 18:26:00,1
2019-04-19 19:54:00,1
2019-04-19 20:07:00,1
2019-04-19 20:57:00,1
2019-04-19 21:03:00,1
2019-04-19 23:05:00,1
2019-04-19 23:20:00,1
2019-04-19 23:56:00,1
