46,select * from fDocFunctionParams(&&&)
2019-04-19 00:00:00,1
2019-04-19 00:32:00,2
2019-04-19 00:33:00,1
2019-04-19 01:20:00,1
2019-04-19 01:21:00,1
2019-04-19 01:28:00,2
2019-04-19 01:32:00,1
2019-04-19 01:34:00,2
2019-04-19 02:01:00,1
2019-04-19 02:27:00,1
2019-04-19 02:28:00,2
2019-04-19 03:05:00,1
2019-04-19 03:15:00,1
2019-04-19 03:58:00,1
2019-04-19 04:22:00,1
2019-04-19 04:31:00,1
2019-04-19 06:09:00,1
2019-04-19 06:29:00,1
2019-04-19 07:18:00,1
2019-04-19 07:21:00,1
2019-04-19 07:24:00,1
2019-04-19 08:27:00,1
2019-04-19 09:41:00,1
2019-04-19 09:59:00,1
2019-04-19 10:37:00,1
2019-04-19 11:19:00,1
2019-04-19 12:23:00,1
2019-04-19 12:30:00,1
2019-04-19 12:45:00,1
2019-04-19 12:59:00,1
2019-04-19 13:52:00,1
2019-04-19 13:54:00,1
2019-04-19 14:44:00,1
2019-04-19 15:00:00,1
2019-04-19 18:06:00,1
2019-04-19 18:22:00,1
2019-04-19 19:26:00,1
2019-04-19 19:42:00,1
2019-04-19 20:17:00,1
2019-04-19 20:24:00,1
2019-04-19 20:37:00,1
2019-04-19 23:43:00,1
