109,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-04-19 01:39:00,1
2019-04-19 01:51:00,1
2019-04-19 01:54:00,1
2019-04-19 01:56:00,1
2019-04-19 01:59:00,1
2019-04-19 02:01:00,1
2019-04-19 02:02:00,1
2019-04-19 02:05:00,1
2019-04-19 02:07:00,2
2019-04-19 02:08:00,1
2019-04-19 02:09:00,1
2019-04-19 02:11:00,1
2019-04-19 02:12:00,1
2019-04-19 02:13:00,1
2019-04-19 02:14:00,2
2019-04-19 02:15:00,1
2019-04-19 02:16:00,1
2019-04-19 02:17:00,1
2019-04-19 02:18:00,1
2019-04-19 02:19:00,1
2019-04-19 02:22:00,3
2019-04-19 02:27:00,1
2019-04-19 02:28:00,1
2019-04-19 02:29:00,1
2019-04-19 02:30:00,1
2019-04-19 02:31:00,1
2019-04-19 02:56:00,1
2019-04-19 02:58:00,1
2019-04-19 02:59:00,1
2019-04-19 03:05:00,1
2019-04-19 03:06:00,2
2019-04-19 03:07:00,1
2019-04-19 03:08:00,2
2019-04-19 03:10:00,2
2019-04-19 03:11:00,1
2019-04-19 03:12:00,2
2019-04-19 03:16:00,1
2019-04-19 03:17:00,1
2019-04-19 03:18:00,2
2019-04-19 03:19:00,1
2019-04-19 03:20:00,1
2019-04-19 03:21:00,1
2019-04-19 03:22:00,2
2019-04-19 03:29:00,1
2019-04-19 05:59:00,1
2019-04-19 06:00:00,1
2019-04-19 06:01:00,2
2019-04-19 06:02:00,2
2019-04-19 06:03:00,1
2019-04-19 06:04:00,1
2019-04-19 06:05:00,1
2019-04-19 06:06:00,1
2019-04-19 06:08:00,1
2019-04-19 06:22:00,1
2019-04-19 06:23:00,1
2019-04-19 06:25:00,1
2019-04-19 06:26:00,2
2019-04-19 06:27:00,2
2019-04-19 06:29:00,2
2019-04-19 06:30:00,1
2019-04-19 06:31:00,2
2019-04-19 06:32:00,2
2019-04-19 06:33:00,2
2019-04-19 06:37:00,1
2019-04-19 06:38:00,1
2019-04-19 06:40:00,1
2019-04-19 06:41:00,1
2019-04-19 06:42:00,2
2019-04-19 06:44:00,1
2019-04-19 06:45:00,2
2019-04-19 06:50:00,2
2019-04-19 07:18:00,1
2019-04-19 07:19:00,1
2019-04-19 07:24:00,1
2019-04-19 07:27:00,1
2019-04-19 07:29:00,1
2019-04-19 07:39:00,1
2019-04-19 07:49:00,3
2019-04-19 08:23:00,1
2019-04-19 11:42:00,1
2019-04-19 13:46:00,1
2019-04-19 13:49:00,1
2019-04-19 23:11:00,1
2019-04-19 23:33:00,1
2019-04-19 23:34:00,1
2019-04-19 23:35:00,1
