297,"SELECT objID, ra, dec FROM Star WHERE (ra between # and #) and (dec between # and #)"
2019-04-19 18:13:00,63
2019-04-19 18:14:00,5
2019-04-19 18:17:00,63
2019-04-19 18:19:00,135
2019-04-19 18:20:00,31
