125,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE"
2019-04-19 00:02:00,1
2019-04-19 00:15:00,1
2019-04-19 00:18:00,2
2019-04-19 00:24:00,1
2019-04-19 00:26:00,1
2019-04-19 00:33:00,2
2019-04-19 00:35:00,1
2019-04-19 00:37:00,1
2019-04-19 00:40:00,1
2019-04-19 00:43:00,1
2019-04-19 00:45:00,1
2019-04-19 00:56:00,1
2019-04-19 00:58:00,1
2019-04-19 01:02:00,1
2019-04-19 01:05:00,1
2019-04-19 01:08:00,1
2019-04-19 01:10:00,1
2019-04-19 01:12:00,1
2019-04-19 01:18:00,1
2019-04-19 01:22:00,1
2019-04-19 01:24:00,1
2019-04-19 01:29:00,1
2019-04-19 01:31:00,1
2019-04-19 01:41:00,1
2019-04-19 01:44:00,1
2019-04-19 01:45:00,1
2019-04-19 01:47:00,1
2019-04-19 01:48:00,2
2019-04-19 01:50:00,1
2019-04-19 01:52:00,1
2019-04-19 01:53:00,1
2019-04-19 01:54:00,1
2019-04-19 01:56:00,2
2019-04-19 01:58:00,1
2019-04-19 02:00:00,1
2019-04-19 02:02:00,1
2019-04-19 02:04:00,1
2019-04-19 02:05:00,1
2019-04-19 02:06:00,1
2019-04-19 02:07:00,1
2019-04-19 02:10:00,1
2019-04-19 02:14:00,1
2019-04-19 02:16:00,1
2019-04-19 02:19:00,1
2019-04-19 02:20:00,1
2019-04-19 02:21:00,1
2019-04-19 02:22:00,1
2019-04-19 02:24:00,1
2019-04-19 02:25:00,1
2019-04-19 02:31:00,1
2019-04-19 02:35:00,1
2019-04-19 02:36:00,1
2019-04-19 02:37:00,1
2019-04-19 02:38:00,1
2019-04-19 02:39:00,1
2019-04-19 02:40:00,1
2019-04-19 02:46:00,1
2019-04-19 02:53:00,1
2019-04-19 02:55:00,1
2019-04-19 02:56:00,1
2019-04-19 02:59:00,1
2019-04-19 05:13:00,1
2019-04-19 05:20:00,1
2019-04-19 05:24:00,1
2019-04-19 05:25:00,1
2019-04-19 05:28:00,1
2019-04-19 05:30:00,2
2019-04-19 05:31:00,1
2019-04-19 05:33:00,1
2019-04-19 05:42:00,1
2019-04-19 05:43:00,1
2019-04-19 05:46:00,1
2019-04-19 05:48:00,1
2019-04-19 05:50:00,1
2019-04-19 05:57:00,1
2019-04-19 06:01:00,1
2019-04-19 06:02:00,1
2019-04-19 06:09:00,2
2019-04-19 06:13:00,1
2019-04-19 06:16:00,1
2019-04-19 06:23:00,2
2019-04-19 06:25:00,1
2019-04-19 06:27:00,1
2019-04-19 06:28:00,1
2019-04-19 06:31:00,1
2019-04-19 06:38:00,1
2019-04-19 06:40:00,1
2019-04-19 06:42:00,2
2019-04-19 06:44:00,1
2019-04-19 06:46:00,1
2019-04-19 06:51:00,1
2019-04-19 06:52:00,1
2019-04-19 06:54:00,1
2019-04-19 07:03:00,1
2019-04-19 07:06:00,1
2019-04-19 07:07:00,1
2019-04-19 07:10:00,1
2019-04-19 07:11:00,1
2019-04-19 07:15:00,1
2019-04-19 07:17:00,1
2019-04-19 07:19:00,1
2019-04-19 07:21:00,1
2019-04-19 07:24:00,1
2019-04-19 07:28:00,1
2019-04-19 07:31:00,1
2019-04-19 07:42:00,1
2019-04-19 07:44:00,1
2019-04-19 07:47:00,1
2019-04-19 07:49:00,1
2019-04-19 07:56:00,1
2019-04-19 08:00:00,1
2019-04-19 08:02:00,1
2019-04-19 08:03:00,1
2019-04-19 08:04:00,1
2019-04-19 08:21:00,1
2019-04-19 08:31:00,1
2019-04-19 16:52:00,1
