60,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-19 00:55:00,1
2019-04-19 03:55:00,1
2019-04-19 04:40:00,4
2019-04-19 04:54:00,5
2019-04-19 11:32:00,10
2019-04-19 12:09:00,1
2019-04-19 13:11:00,1
2019-04-19 15:18:00,5
2019-04-19 15:19:00,5
2019-04-19 15:40:00,1
2019-04-19 15:41:00,1
2019-04-19 15:44:00,3
2019-04-19 15:55:00,10
2019-04-19 17:00:00,1
2019-04-19 20:04:00,1
2019-04-19 20:05:00,9
2019-04-19 23:36:00,1
