1159,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-05 08:05:00,1
2019-04-05 09:05:00,1
2019-04-05 09:10:00,1
2019-04-05 09:57:00,8
2019-04-05 09:58:00,12
2019-04-05 10:01:00,3
2019-04-05 10:04:00,4
2019-04-05 10:05:00,4
2019-04-05 10:10:00,1
2019-04-05 10:34:00,3
2019-04-05 10:35:00,6
2019-04-05 10:46:00,5
2019-04-05 10:51:00,27
2019-04-05 10:52:00,28
2019-04-05 10:53:00,23
2019-04-05 10:54:00,28
2019-04-05 10:55:00,28
2019-04-05 10:56:00,26
2019-04-05 10:57:00,26
2019-04-05 10:58:00,27
2019-04-05 10:59:00,26
2019-04-05 11:00:00,26
2019-04-05 11:01:00,28
2019-04-05 11:02:00,33
2019-04-05 11:03:00,31
2019-04-05 11:28:00,18
2019-04-05 11:29:00,27
2019-04-05 11:30:00,26
2019-04-05 11:31:00,26
2019-04-05 11:32:00,28
2019-04-05 11:33:00,26
2019-04-05 11:34:00,28
2019-04-05 11:35:00,27
2019-04-05 11:36:00,29
2019-04-05 11:37:00,32
2019-04-05 11:38:00,33
2019-04-05 11:39:00,34
2019-04-05 11:40:00,28
2019-04-05 11:41:00,17
2019-04-05 11:42:00,31
2019-04-05 11:43:00,32
2019-04-05 11:44:00,29
2019-04-05 11:45:00,30
2019-04-05 11:46:00,29
2019-04-05 11:47:00,28
2019-04-05 11:48:00,28
2019-04-05 11:49:00,28
2019-04-05 11:50:00,28
2019-04-05 11:51:00,29
2019-04-05 11:52:00,29
2019-04-05 11:53:00,31
2019-04-05 11:54:00,20
2019-04-05 15:05:00,1
2019-04-05 20:06:00,1
