25,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-04-05 00:23:00,2
2019-04-05 00:25:00,1
2019-04-05 00:27:00,1
2019-04-05 00:30:00,1
2019-04-05 00:35:00,1
2019-04-05 00:36:00,1
2019-04-05 00:40:00,1
2019-04-05 00:42:00,1
2019-04-05 00:43:00,1
2019-04-05 00:48:00,1
2019-04-05 00:50:00,1
2019-04-05 01:17:00,1
2019-04-05 01:19:00,1
2019-04-05 01:35:00,1
2019-04-05 01:39:00,1
2019-04-05 01:42:00,1
2019-04-05 01:45:00,1
2019-04-05 01:48:00,1
2019-04-05 01:51:00,1
2019-04-05 01:52:00,1
2019-04-05 01:54:00,1
2019-04-05 01:58:00,1
2019-04-05 02:00:00,1
2019-04-05 02:18:00,1
