36,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-04-05 00:09:00,1
2019-04-05 01:46:00,1
2019-04-05 01:55:00,1
2019-04-05 03:16:00,1
2019-04-05 03:34:00,1
2019-04-05 04:15:00,1
2019-04-05 06:14:00,1
2019-04-05 06:35:00,1
2019-04-05 08:20:00,1
2019-04-05 08:42:00,1
2019-04-05 09:00:00,1
2019-04-05 09:36:00,1
2019-04-05 09:45:00,1
2019-04-05 11:21:00,1
2019-04-05 11:23:00,1
2019-04-05 11:27:00,1
2019-04-05 11:28:00,1
2019-04-05 11:31:00,1
2019-04-05 12:31:00,1
2019-04-05 12:55:00,1
2019-04-05 12:58:00,1
2019-04-05 13:15:00,1
2019-04-05 14:00:00,1
2019-04-05 15:55:00,1
2019-04-05 16:50:00,2
2019-04-05 17:19:00,1
2019-04-05 17:25:00,1
2019-04-05 17:28:00,1
2019-04-05 17:37:00,1
2019-04-05 18:04:00,1
2019-04-05 18:48:00,1
2019-04-05 19:11:00,1
2019-04-05 20:58:00,1
2019-04-05 22:16:00,1
2019-04-05 23:29:00,1
