30,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-04-05 02:44:00,2
2019-04-05 08:49:00,1
2019-04-05 14:10:00,1
2019-04-05 14:28:00,1
2019-04-05 14:58:00,1
2019-04-05 15:00:00,1
2019-04-05 15:09:00,1
2019-04-05 15:10:00,1
2019-04-05 15:17:00,1
2019-04-05 15:18:00,1
2019-04-05 15:20:00,1
2019-04-05 15:21:00,1
2019-04-05 15:26:00,1
2019-04-05 15:29:00,1
2019-04-05 15:30:00,1
2019-04-05 15:38:00,1
2019-04-05 15:44:00,1
2019-04-05 17:02:00,1
2019-04-05 17:16:00,2
2019-04-05 17:22:00,1
2019-04-05 17:24:00,1
2019-04-05 17:26:00,1
2019-04-05 17:32:00,1
2019-04-05 17:35:00,1
2019-04-05 17:37:00,1
2019-04-05 20:43:00,2
2019-04-05 22:37:00,1
