35,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-04-05 04:57:00,1
2019-04-05 05:22:00,1
2019-04-05 11:37:00,1
2019-04-05 11:39:00,1
2019-04-05 11:41:00,3
2019-04-05 11:43:00,1
2019-04-05 11:44:00,4
2019-04-05 11:48:00,1
2019-04-05 11:49:00,1
2019-04-05 11:52:00,1
2019-04-05 11:54:00,1
2019-04-05 11:55:00,1
2019-04-05 11:59:00,1
2019-04-05 12:02:00,2
2019-04-05 17:25:00,1
2019-04-05 17:26:00,1
2019-04-05 17:27:00,1
2019-04-05 17:28:00,1
2019-04-05 17:30:00,1
2019-04-05 17:32:00,1
2019-04-05 19:28:00,1
2019-04-05 19:30:00,1
2019-04-05 20:19:00,1
2019-04-05 20:50:00,1
2019-04-05 22:15:00,1
2019-04-05 23:24:00,1
2019-04-05 23:26:00,1
2019-04-05 23:27:00,2
