3,"SELECT     g.oiii_#_eqw, g.h_alpha_eqw, g.oiii_#_flux, g.h_alpha_flux, g.specobjid   into mydb.SDSS_gal_# FROM galSpecLine as g"
2019-04-05 15:35:00,1
2019-04-05 15:38:00,1
2019-04-05 16:06:00,1
