346,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-04-05 13:18:00,1
2019-04-05 13:19:00,9
2019-04-05 13:20:00,7
2019-04-05 13:21:00,7
2019-04-05 13:22:00,8
2019-04-05 13:23:00,8
2019-04-05 13:24:00,8
2019-04-05 13:25:00,9
2019-04-05 13:26:00,7
2019-04-05 13:27:00,9
2019-04-05 13:28:00,8
2019-04-05 13:29:00,6
2019-04-05 13:30:00,9
2019-04-05 13:31:00,7
2019-04-05 13:32:00,5
2019-04-05 13:33:00,8
2019-04-05 13:34:00,8
2019-04-05 13:35:00,8
2019-04-05 13:36:00,7
2019-04-05 13:37:00,6
2019-04-05 13:38:00,8
2019-04-05 13:39:00,9
2019-04-05 13:40:00,9
2019-04-05 13:41:00,8
2019-04-05 13:42:00,9
2019-04-05 13:43:00,7
2019-04-05 13:44:00,6
2019-04-05 13:45:00,7
2019-04-05 13:46:00,9
2019-04-05 13:47:00,9
2019-04-05 13:48:00,9
2019-04-05 13:49:00,9
2019-04-05 13:50:00,9
2019-04-05 13:51:00,9
2019-04-05 13:52:00,7
2019-04-05 13:53:00,9
2019-04-05 13:54:00,6
2019-04-05 13:55:00,6
2019-04-05 13:56:00,6
2019-04-05 13:57:00,5
2019-04-05 13:58:00,6
2019-04-05 13:59:00,5
2019-04-05 14:00:00,5
2019-04-05 14:01:00,6
2019-04-05 14:02:00,5
2019-04-05 14:03:00,6
2019-04-05 14:04:00,5
2019-04-05 14:05:00,5
2019-04-05 14:06:00,2
