164,select distinct parent from DBViewCols where viewname=&&&
2019-04-05 00:02:00,1
2019-04-05 00:03:00,1
2019-04-05 00:08:00,1
2019-04-05 00:14:00,2
2019-04-05 00:17:00,1
2019-04-05 00:23:00,1
2019-04-05 00:28:00,1
2019-04-05 00:29:00,1
2019-04-05 00:34:00,2
2019-04-05 00:36:00,1
2019-04-05 00:38:00,1
2019-04-05 00:39:00,1
2019-04-05 00:40:00,1
2019-04-05 00:49:00,1
2019-04-05 00:51:00,1
2019-04-05 00:52:00,1
2019-04-05 00:55:00,1
2019-04-05 01:07:00,1
2019-04-05 01:09:00,1
2019-04-05 01:10:00,1
2019-04-05 01:12:00,2
2019-04-05 01:33:00,1
2019-04-05 01:37:00,1
2019-04-05 01:46:00,1
2019-04-05 01:47:00,2
2019-04-05 01:50:00,1
2019-04-05 01:52:00,2
2019-04-05 01:56:00,1
2019-04-05 01:59:00,1
2019-04-05 02:01:00,1
2019-04-05 02:03:00,1
2019-04-05 02:05:00,1
2019-04-05 02:13:00,1
2019-04-05 02:19:00,1
2019-04-05 02:20:00,1
2019-04-05 02:22:00,1
2019-04-05 02:30:00,1
2019-04-05 02:32:00,1
2019-04-05 02:34:00,1
2019-04-05 02:35:00,1
2019-04-05 02:44:00,2
2019-04-05 02:46:00,2
2019-04-05 02:48:00,2
2019-04-05 03:05:00,2
2019-04-05 03:20:00,1
2019-04-05 03:25:00,1
2019-04-05 03:31:00,1
2019-04-05 03:34:00,1
2019-04-05 03:42:00,2
2019-04-05 03:43:00,1
2019-04-05 03:47:00,1
2019-04-05 03:48:00,1
2019-04-05 03:51:00,1
2019-04-05 03:53:00,1
2019-04-05 03:55:00,1
2019-04-05 04:05:00,1
2019-04-05 04:11:00,1
2019-04-05 04:12:00,1
2019-04-05 04:28:00,1
2019-04-05 04:35:00,1
2019-04-05 04:47:00,1
2019-04-05 04:55:00,1
2019-04-05 05:05:00,1
2019-04-05 05:06:00,2
2019-04-05 05:49:00,1
2019-04-05 06:20:00,1
2019-04-05 06:29:00,1
2019-04-05 06:35:00,1
2019-04-05 06:41:00,1
2019-04-05 06:45:00,1
2019-04-05 06:59:00,1
2019-04-05 07:04:00,1
2019-04-05 07:43:00,2
2019-04-05 07:48:00,1
2019-04-05 08:08:00,1
2019-04-05 08:09:00,2
2019-04-05 08:12:00,1
2019-04-05 08:15:00,1
2019-04-05 08:21:00,1
2019-04-05 08:25:00,1
2019-04-05 08:39:00,1
2019-04-05 08:47:00,1
2019-04-05 09:08:00,1
2019-04-05 09:15:00,1
2019-04-05 09:20:00,2
2019-04-05 09:35:00,1
2019-04-05 09:38:00,4
2019-04-05 09:54:00,1
2019-04-05 10:13:00,1
2019-04-05 10:14:00,3
2019-04-05 10:26:00,1
2019-04-05 10:40:00,1
2019-04-05 10:48:00,1
2019-04-05 10:53:00,1
2019-04-05 10:57:00,1
2019-04-05 10:59:00,1
2019-04-05 11:47:00,1
2019-04-05 12:45:00,1
2019-04-05 12:51:00,1
2019-04-05 13:14:00,2
2019-04-05 14:01:00,1
2019-04-05 14:17:00,1
2019-04-05 15:13:00,1
2019-04-05 15:15:00,1
2019-04-05 15:16:00,1
2019-04-05 15:17:00,1
2019-04-05 15:31:00,1
2019-04-05 15:34:00,1
2019-04-05 15:59:00,1
2019-04-05 16:07:00,1
2019-04-05 16:11:00,1
2019-04-05 16:16:00,1
2019-04-05 16:19:00,1
2019-04-05 16:23:00,1
2019-04-05 16:43:00,1
2019-04-05 17:21:00,1
2019-04-05 17:29:00,1
2019-04-05 17:34:00,1
2019-04-05 17:39:00,1
2019-04-05 17:46:00,1
2019-04-05 18:07:00,1
2019-04-05 18:45:00,1
2019-04-05 19:00:00,1
2019-04-05 19:26:00,1
2019-04-05 19:27:00,1
2019-04-05 19:28:00,1
2019-04-05 20:06:00,1
2019-04-05 20:10:00,1
2019-04-05 20:25:00,1
2019-04-05 20:27:00,1
2019-04-05 20:32:00,1
2019-04-05 20:39:00,2
2019-04-05 20:40:00,1
2019-04-05 20:42:00,1
2019-04-05 20:43:00,1
2019-04-05 20:48:00,1
2019-04-05 21:45:00,1
2019-04-05 21:47:00,1
2019-04-05 21:49:00,1
2019-04-05 22:08:00,1
2019-04-05 23:12:00,2
2019-04-05 23:19:00,1
