4,"SELECT TOP #   p.ra, p.dec  FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   s.class = &&&   AND p.ra NOT BETWEEN #*# AND #*#   AND p.dec BETWEEN # AND #"
2019-10-21 05:56:00,1
2019-10-21 05:59:00,1
2019-10-21 06:01:00,1
2019-10-21 06:03:00,1
