88,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-10-21 03:04:00,1
2019-10-21 03:05:00,2
2019-10-21 03:07:00,1
2019-10-21 03:09:00,1
2019-10-21 03:13:00,1
2019-10-21 03:14:00,1
2019-10-21 03:16:00,1
2019-10-21 03:18:00,1
2019-10-21 03:20:00,1
2019-10-21 03:22:00,1
2019-10-21 03:24:00,1
2019-10-21 03:26:00,2
2019-10-21 03:28:00,1
2019-10-21 03:29:00,1
2019-10-21 03:31:00,1
2019-10-21 03:33:00,1
2019-10-21 03:34:00,2
2019-10-21 03:36:00,1
2019-10-21 03:38:00,1
2019-10-21 03:40:00,1
2019-10-21 03:42:00,1
2019-10-21 03:44:00,1
2019-10-21 03:45:00,1
2019-10-21 03:47:00,1
2019-10-21 03:49:00,1
2019-10-21 03:51:00,1
2019-10-21 03:53:00,2
2019-10-21 03:55:00,3
2019-10-21 03:57:00,2
2019-10-21 04:00:00,1
2019-10-21 04:01:00,1
2019-10-21 04:03:00,1
2019-10-21 04:04:00,1
2019-10-21 04:06:00,1
2019-10-21 04:08:00,1
2019-10-21 04:10:00,1
2019-10-21 04:12:00,1
2019-10-21 04:14:00,2
2019-10-21 04:16:00,1
2019-10-21 04:18:00,1
2019-10-21 04:20:00,1
2019-10-21 04:22:00,1
2019-10-21 04:24:00,1
2019-10-21 04:26:00,2
2019-10-21 04:28:00,1
2019-10-21 04:30:00,1
2019-10-21 04:32:00,1
2019-10-21 04:34:00,1
2019-10-21 04:38:00,1
2019-10-21 04:44:00,1
2019-10-21 04:46:00,1
2019-10-21 04:54:00,1
2019-10-21 04:56:00,1
2019-10-21 04:58:00,1
2019-10-21 05:00:00,1
2019-10-21 05:02:00,1
2019-10-21 05:04:00,1
2019-10-21 05:10:00,1
2019-10-21 13:51:00,1
2019-10-21 13:53:00,2
2019-10-21 13:54:00,1
2019-10-21 13:55:00,1
2019-10-21 13:57:00,1
2019-10-21 13:59:00,1
2019-10-21 14:01:00,1
2019-10-21 14:03:00,1
2019-10-21 14:05:00,1
2019-10-21 14:07:00,1
2019-10-21 14:09:00,1
2019-10-21 14:10:00,1
2019-10-21 14:13:00,3
2019-10-21 14:15:00,1
2019-10-21 14:17:00,1
2019-10-21 14:19:00,1
2019-10-21 14:22:00,1
2019-10-21 14:29:00,1
