70,SELECT DISTINCT p.type FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE ((p.ra between # and #) and (p.dec between # and #))
2019-10-21 11:15:00,1
2019-10-21 11:17:00,20
2019-10-21 11:18:00,11
2019-10-21 11:19:00,6
2019-10-21 11:20:00,6
2019-10-21 11:21:00,2
2019-10-21 11:22:00,4
2019-10-21 11:23:00,3
2019-10-21 11:24:00,5
2019-10-21 11:25:00,11
2019-10-21 14:39:00,1
