47,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-10-21 01:18:00,1
2019-10-21 06:26:00,1
2019-10-21 11:59:00,1
2019-10-21 12:00:00,2
2019-10-21 13:40:00,1
2019-10-21 16:14:00,2
2019-10-21 16:16:00,4
2019-10-21 16:17:00,2
2019-10-21 16:19:00,3
2019-10-21 16:20:00,1
2019-10-21 16:21:00,1
2019-10-21 16:22:00,3
2019-10-21 16:23:00,1
2019-10-21 16:24:00,2
2019-10-21 16:25:00,3
2019-10-21 16:26:00,2
2019-10-21 16:27:00,2
2019-10-21 16:28:00,2
2019-10-21 16:29:00,2
2019-10-21 16:30:00,1
2019-10-21 16:31:00,2
2019-10-21 16:32:00,4
2019-10-21 17:35:00,1
2019-10-21 17:38:00,1
2019-10-21 17:50:00,1
2019-10-21 17:58:00,1
