14,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-10-21 00:20:00,1
2019-10-21 02:06:00,1
2019-10-21 02:08:00,1
2019-10-21 03:26:00,1
2019-10-21 03:29:00,1
2019-10-21 03:31:00,1
2019-10-21 06:25:00,1
2019-10-21 06:27:00,1
2019-10-21 06:30:00,1
2019-10-21 07:25:00,1
2019-10-21 07:28:00,1
2019-10-21 07:31:00,1
2019-10-21 07:36:00,1
2019-10-21 07:45:00,1
