34,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-10-21 00:00:00,1
2019-10-21 00:04:00,1
2019-10-21 00:06:00,1
2019-10-21 00:08:00,1
2019-10-21 00:09:00,1
2019-10-21 00:11:00,1
2019-10-21 00:15:00,1
2019-10-21 00:16:00,1
2019-10-21 00:18:00,1
2019-10-21 00:20:00,1
2019-10-21 00:22:00,1
2019-10-21 00:25:00,1
2019-10-21 00:28:00,2
2019-10-21 00:32:00,1
2019-10-21 00:33:00,1
2019-10-21 00:35:00,1
2019-10-21 00:38:00,1
2019-10-21 00:40:00,1
2019-10-21 00:43:00,1
2019-10-21 00:44:00,1
2019-10-21 00:46:00,1
2019-10-21 00:48:00,1
2019-10-21 05:03:00,2
2019-10-21 05:05:00,1
2019-10-21 05:07:00,1
2019-10-21 05:14:00,1
2019-10-21 05:15:00,1
2019-10-21 05:17:00,1
2019-10-21 05:18:00,1
2019-10-21 05:20:00,1
2019-10-21 05:27:00,1
2019-10-21 05:28:00,1
