293,"SELECT dbo.fInFootprintEq( #, #, # )"
2019-09-30 05:00:00,8
2019-09-30 05:01:00,14
2019-09-30 05:02:00,12
2019-09-30 05:03:00,15
2019-09-30 05:04:00,14
2019-09-30 05:05:00,13
2019-09-30 05:06:00,8
2019-09-30 05:07:00,1
2019-09-30 05:10:00,13
2019-09-30 05:11:00,5
2019-09-30 05:12:00,8
2019-09-30 05:13:00,15
2019-09-30 05:14:00,15
2019-09-30 05:15:00,13
2019-09-30 05:16:00,9
2019-09-30 05:17:00,14
2019-09-30 05:18:00,15
2019-09-30 05:19:00,14
2019-09-30 05:20:00,15
2019-09-30 05:21:00,14
2019-09-30 05:22:00,15
2019-09-30 05:23:00,10
2019-09-30 05:24:00,8
2019-09-30 05:25:00,7
2019-09-30 05:26:00,8
2019-09-30 05:27:00,8
2019-09-30 05:28:00,2
