54,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-09-30 00:35:00,2
2019-09-30 01:40:00,1
2019-09-30 02:09:00,1
2019-09-30 02:42:00,1
2019-09-30 03:13:00,1
2019-09-30 03:47:00,1
2019-09-30 04:25:00,1
2019-09-30 08:13:00,1
2019-09-30 08:14:00,1
2019-09-30 08:15:00,1
2019-09-30 08:16:00,1
2019-09-30 08:31:00,1
2019-09-30 08:44:00,1
2019-09-30 08:47:00,1
2019-09-30 08:48:00,1
2019-09-30 09:37:00,1
2019-09-30 10:22:00,1
2019-09-30 10:31:00,1
2019-09-30 10:34:00,1
2019-09-30 10:39:00,1
2019-09-30 10:53:00,1
2019-09-30 11:00:00,1
2019-09-30 11:11:00,1
2019-09-30 11:13:00,1
2019-09-30 11:21:00,1
2019-09-30 11:22:00,1
2019-09-30 11:23:00,1
2019-09-30 11:27:00,1
2019-09-30 12:16:00,1
2019-09-30 12:17:00,1
2019-09-30 12:18:00,1
2019-09-30 12:20:00,1
2019-09-30 12:21:00,1
2019-09-30 12:22:00,1
2019-09-30 12:23:00,1
2019-09-30 12:25:00,1
2019-09-30 12:29:00,1
2019-09-30 12:30:00,2
2019-09-30 12:35:00,1
2019-09-30 14:14:00,1
2019-09-30 14:18:00,1
2019-09-30 15:14:00,2
2019-09-30 18:18:00,1
2019-09-30 18:23:00,1
2019-09-30 19:53:00,2
2019-09-30 19:58:00,1
2019-09-30 20:00:00,1
2019-09-30 20:55:00,1
2019-09-30 22:00:00,1
2019-09-30 22:33:00,1
