35,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-09-30 02:08:00,1
2019-09-30 05:50:00,1
2019-09-30 05:53:00,1
2019-09-30 07:00:00,1
2019-09-30 07:01:00,1
2019-09-30 10:16:00,1
2019-09-30 10:40:00,1
2019-09-30 11:23:00,1
2019-09-30 11:30:00,1
2019-09-30 11:31:00,1
2019-09-30 11:34:00,1
2019-09-30 11:35:00,2
2019-09-30 12:39:00,1
2019-09-30 14:25:00,1
2019-09-30 15:41:00,1
2019-09-30 16:06:00,1
2019-09-30 16:28:00,1
2019-09-30 18:25:00,2
2019-09-30 20:00:00,1
2019-09-30 20:26:00,1
2019-09-30 20:28:00,1
2019-09-30 20:30:00,1
2019-09-30 20:50:00,1
2019-09-30 20:51:00,1
2019-09-30 20:55:00,1
2019-09-30 21:23:00,1
2019-09-30 21:46:00,1
2019-09-30 22:15:00,1
2019-09-30 22:18:00,2
2019-09-30 22:43:00,1
2019-09-30 23:36:00,1
2019-09-30 23:37:00,1
