14,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID AND p.u between # AND # AND p.g between # AND # AND p.i between # AND # AND p.r between # AND # AND p.z between # AND #"
2019-09-30 18:13:00,1
2019-09-30 18:22:00,1
2019-09-30 18:29:00,1
2019-09-30 18:45:00,1
2019-09-30 19:05:00,1
2019-09-30 19:10:00,1
2019-09-30 19:22:00,1
2019-09-30 19:36:00,1
2019-09-30 19:49:00,1
2019-09-30 19:56:00,1
2019-09-30 20:00:00,1
2019-09-30 20:03:00,1
2019-09-30 20:12:00,1
2019-09-30 20:26:00,1
