2,"SELECT   objID, thingID, ra, dec,flags,type,   rowc_r,colc_r,rowcErr_r,colcErr_r,   u,g,r,i,z,   err_u,err_g,err_r,err_i,err_z,   psfmag_u,psfMag_g, psfMag_r, psfMag_i,psfMag_z,    psfmagerr_u,psfmagerr_g, psfmagerr_r,psfmagerr_i, psfmagerr_z,   extinction_u,extinction_g,extinction_r,extinction_i,extinction_z into mydb.ra1 from PhotoPrimary WHERE   ((flags & #) != #)   AND ((flags & #) = #)   AND (((flags & #) = #) or (psfmagerr_r <= # and psfmagerr_i<= # and psfmagerr_g<=#))   AND (((flags & #) = #) or (flags & #) = #)   AND (run = # or run = #)    AND ((ra BETWEEN # and #))   AND (psfMag_i BETWEEN # and #)"
2019-09-30 04:53:00,1
2019-09-30 04:55:00,1
