4,"SELECT ra,dec,g,r,i,err_g FROM Galaxy WHERE  ra BETWEEN # AND # AND dec BETWEEN # AND # AND g-r BETWEEN # AND #  AND r-i BETWEEN # AND # AND err_g BETWEEN # AND #  AND err_r BETWEEN # AND #  AND petroRad_r>#"
2019-09-30 21:58:00,1
2019-09-30 22:32:00,1
2019-09-30 22:40:00,1
2019-09-30 22:48:00,1
