3,"select count(*) as num from resource r, resourcetype rt where rt.id=r.resourcetypeid and rt.name = &&& and r.publisherDID not like &&& and r.publisherDID not like &&&"
2019-09-30 10:12:00,2
2019-09-30 10:42:00,1
