6,"select creationDate ,      sum(#) over (order by creationDate rows between unbounded preceding and current row) as cumsum   from t_sciserverentity where dtype=&&&"
2019-09-30 10:12:00,2
2019-09-30 10:13:00,1
2019-09-30 10:39:00,1
2019-09-30 10:43:00,1
2019-09-30 12:11:00,1
