166,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-09-30 02:51:00,4
2019-09-30 02:53:00,2
2019-09-30 10:45:00,2
2019-09-30 10:46:00,2
2019-09-30 10:47:00,4
2019-09-30 11:55:00,1
2019-09-30 12:09:00,1
2019-09-30 12:58:00,1
2019-09-30 13:11:00,1
2019-09-30 13:18:00,1
2019-09-30 13:25:00,1
2019-09-30 13:53:00,2
2019-09-30 16:03:00,15
2019-09-30 18:00:00,3
2019-09-30 18:01:00,3
2019-09-30 18:12:00,1
2019-09-30 18:13:00,2
2019-09-30 18:14:00,1
2019-09-30 18:30:00,4
2019-09-30 18:38:00,1
2019-09-30 18:44:00,1
2019-09-30 18:49:00,1
2019-09-30 18:50:00,2
2019-09-30 18:51:00,3
2019-09-30 18:52:00,1
2019-09-30 18:53:00,4
2019-09-30 18:54:00,3
2019-09-30 18:55:00,1
2019-09-30 18:56:00,3
2019-09-30 18:57:00,3
2019-09-30 18:58:00,2
2019-09-30 18:59:00,2
2019-09-30 19:00:00,4
2019-09-30 19:01:00,1
2019-09-30 19:02:00,4
2019-09-30 19:03:00,1
2019-09-30 19:04:00,3
2019-09-30 19:05:00,4
2019-09-30 19:06:00,2
2019-09-30 19:07:00,1
2019-09-30 19:08:00,2
2019-09-30 19:09:00,3
2019-09-30 19:10:00,1
2019-09-30 19:11:00,1
2019-09-30 19:12:00,3
2019-09-30 19:14:00,5
2019-09-30 19:15:00,5
2019-09-30 19:16:00,3
2019-09-30 19:17:00,2
2019-09-30 19:18:00,2
2019-09-30 19:19:00,3
2019-09-30 19:21:00,4
2019-09-30 19:23:00,1
2019-09-30 19:24:00,1
2019-09-30 19:25:00,2
2019-09-30 19:26:00,1
2019-09-30 19:27:00,5
2019-09-30 19:28:00,2
2019-09-30 19:29:00,3
2019-09-30 19:30:00,1
2019-09-30 19:31:00,3
2019-09-30 19:33:00,4
2019-09-30 19:34:00,3
2019-09-30 19:35:00,4
2019-09-30 19:36:00,4
