60,select * from Field where fieldId=#
2019-01-11 00:29:00,1
2019-01-11 00:56:00,1
2019-01-11 01:59:00,1
2019-01-11 03:34:00,1
2019-01-11 03:53:00,1
2019-01-11 05:34:00,1
2019-01-11 05:43:00,1
2019-01-11 05:47:00,1
2019-01-11 06:50:00,1
2019-01-11 06:56:00,1
2019-01-11 06:57:00,1
2019-01-11 08:39:00,1
2019-01-11 09:10:00,1
2019-01-11 09:21:00,1
2019-01-11 09:22:00,2
2019-01-11 09:30:00,1
2019-01-11 09:47:00,1
2019-01-11 10:09:00,1
2019-01-11 10:28:00,1
2019-01-11 10:53:00,1
2019-01-11 11:28:00,1
2019-01-11 12:01:00,1
2019-01-11 12:07:00,1
2019-01-11 12:20:00,1
2019-01-11 13:51:00,1
2019-01-11 14:11:00,1
2019-01-11 14:28:00,1
2019-01-11 14:29:00,1
2019-01-11 15:11:00,1
2019-01-11 15:18:00,1
2019-01-11 15:20:00,1
2019-01-11 15:49:00,1
2019-01-11 15:50:00,1
2019-01-11 15:57:00,1
2019-01-11 16:16:00,1
2019-01-11 16:18:00,1
2019-01-11 16:36:00,1
2019-01-11 16:56:00,1
2019-01-11 17:00:00,1
2019-01-11 17:09:00,1
2019-01-11 17:16:00,1
2019-01-11 17:40:00,1
2019-01-11 18:05:00,1
2019-01-11 18:22:00,1
2019-01-11 18:25:00,1
2019-01-11 18:32:00,1
2019-01-11 19:24:00,1
2019-01-11 19:36:00,1
2019-01-11 21:10:00,1
2019-01-11 21:15:00,1
2019-01-11 21:43:00,1
2019-01-11 21:54:00,1
2019-01-11 21:58:00,1
2019-01-11 22:02:00,1
2019-01-11 22:25:00,1
2019-01-11 22:35:00,1
2019-01-11 22:55:00,1
2019-01-11 23:13:00,1
2019-01-11 23:52:00,1
