603,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-01-11 02:18:00,1
2019-01-11 02:45:00,42
2019-01-11 02:49:00,18
2019-01-11 03:49:00,18
2019-01-11 03:51:00,42
2019-01-11 05:03:00,18
2019-01-11 05:22:00,42
2019-01-11 09:19:00,42
2019-01-11 10:26:00,42
2019-01-11 12:51:00,1
2019-01-11 13:16:00,42
2019-01-11 14:41:00,42
2019-01-11 15:33:00,42
2019-01-11 16:16:00,18
2019-01-11 16:30:00,18
2019-01-11 16:57:00,32
2019-01-11 16:58:00,10
2019-01-11 17:37:00,42
2019-01-11 19:55:00,18
2019-01-11 20:00:00,1
2019-01-11 21:03:00,18
2019-01-11 22:20:00,18
2019-01-11 23:54:00,36
