1502,"select name, type from DBObjects where type=&&& and access=&&& and name NOT IN (&&&, &&&) order by name"
2019-01-11 00:02:00,6
2019-01-11 00:04:00,3
2019-01-11 00:06:00,3
2019-01-11 00:12:00,3
2019-01-11 00:13:00,3
2019-01-11 00:20:00,3
2019-01-11 00:21:00,2
2019-01-11 00:32:00,3
2019-01-11 00:35:00,3
2019-01-11 00:38:00,3
2019-01-11 00:39:00,3
2019-01-11 00:40:00,3
2019-01-11 00:45:00,3
2019-01-11 00:56:00,3
2019-01-11 00:59:00,3
2019-01-11 01:09:00,3
2019-01-11 01:11:00,3
2019-01-11 01:23:00,3
2019-01-11 01:27:00,3
2019-01-11 01:30:00,3
2019-01-11 01:38:00,3
2019-01-11 01:44:00,3
2019-01-11 01:59:00,3
2019-01-11 02:00:00,3
2019-01-11 02:08:00,6
2019-01-11 02:17:00,3
2019-01-11 02:18:00,3
2019-01-11 02:19:00,3
2019-01-11 02:35:00,6
2019-01-11 02:36:00,3
2019-01-11 02:37:00,3
2019-01-11 02:38:00,3
2019-01-11 02:41:00,3
2019-01-11 02:42:00,3
2019-01-11 02:48:00,3
2019-01-11 02:51:00,1
2019-01-11 02:56:00,3
2019-01-11 03:02:00,3
2019-01-11 03:03:00,3
2019-01-11 03:04:00,6
2019-01-11 03:05:00,3
2019-01-11 03:15:00,3
2019-01-11 03:22:00,1
2019-01-11 03:25:00,3
2019-01-11 03:26:00,5
2019-01-11 03:30:00,6
2019-01-11 03:40:00,3
2019-01-11 03:41:00,3
2019-01-11 03:45:00,2
2019-01-11 03:51:00,3
2019-01-11 03:53:00,3
2019-01-11 03:57:00,6
2019-01-11 03:58:00,24
2019-01-11 03:59:00,12
2019-01-11 04:00:00,18
2019-01-11 04:01:00,24
2019-01-11 04:02:00,30
2019-01-11 04:03:00,27
2019-01-11 04:04:00,15
2019-01-11 04:05:00,12
2019-01-11 04:08:00,3
2019-01-11 04:11:00,3
2019-01-11 04:17:00,6
2019-01-11 04:19:00,3
2019-01-11 04:29:00,3
2019-01-11 04:30:00,3
2019-01-11 04:32:00,3
