348,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-11 11:03:00,1
2019-01-11 11:06:00,1
2019-01-11 11:07:00,1
2019-01-11 11:14:00,1
2019-01-11 11:20:00,1
2019-01-11 11:21:00,1
2019-01-11 11:35:00,1
2019-01-11 11:36:00,1
2019-01-11 11:37:00,1
2019-01-11 11:38:00,1
2019-01-11 11:56:00,6
2019-01-11 11:57:00,12
2019-01-11 13:29:00,2
2019-01-11 13:31:00,2
2019-01-11 13:32:00,2
2019-01-11 15:21:00,6
2019-01-11 15:22:00,6
2019-01-11 15:24:00,6
2019-01-11 15:27:00,6
2019-01-11 15:29:00,6
2019-01-11 15:34:00,4
2019-01-11 15:35:00,2
2019-01-11 15:36:00,6
2019-01-11 15:51:00,6
2019-01-11 16:10:00,6
2019-01-11 16:15:00,6
2019-01-11 16:18:00,6
2019-01-11 16:19:00,6
2019-01-11 16:21:00,6
2019-01-11 16:22:00,12
2019-01-11 16:24:00,3
2019-01-11 16:25:00,3
2019-01-11 16:26:00,6
2019-01-11 16:31:00,6
2019-01-11 16:33:00,6
2019-01-11 16:34:00,6
2019-01-11 16:36:00,6
2019-01-11 16:38:00,6
2019-01-11 16:39:00,4
2019-01-11 16:40:00,2
2019-01-11 16:45:00,6
2019-01-11 16:47:00,6
2019-01-11 16:50:00,6
2019-01-11 16:51:00,6
2019-01-11 16:52:00,6
2019-01-11 16:56:00,6
2019-01-11 16:57:00,6
2019-01-11 16:58:00,6
2019-01-11 17:10:00,6
2019-01-11 17:14:00,6
2019-01-11 17:18:00,6
2019-01-11 17:20:00,6
2019-01-11 17:23:00,6
2019-01-11 17:24:00,4
2019-01-11 17:25:00,2
2019-01-11 17:27:00,6
2019-01-11 17:28:00,6
2019-01-11 17:45:00,2
2019-01-11 17:46:00,10
2019-01-11 18:07:00,4
2019-01-11 18:09:00,2
2019-01-11 18:11:00,2
2019-01-11 18:12:00,2
2019-01-11 18:14:00,1
2019-01-11 18:15:00,3
2019-01-11 18:17:00,2
2019-01-11 18:18:00,2
2019-01-11 18:19:00,2
2019-01-11 18:20:00,5
2019-01-11 18:21:00,3
2019-01-11 18:22:00,2
2019-01-11 18:24:00,4
2019-01-11 18:25:00,2
2019-01-11 18:26:00,2
2019-01-11 18:27:00,2
2019-01-11 18:28:00,2
2019-01-11 19:58:00,2
2019-01-11 20:01:00,6
2019-01-11 20:04:00,6
2019-01-11 20:24:00,1
2019-01-11 20:25:00,5
2019-01-11 20:41:00,6
