76,select * from SpecLine where specObjId=#
2019-06-24 00:47:00,1
2019-06-24 01:26:00,1
2019-06-24 04:15:00,1
2019-06-24 04:25:00,1
2019-06-24 04:51:00,1
2019-06-24 04:53:00,1
2019-06-24 04:54:00,1
2019-06-24 04:56:00,1
2019-06-24 05:32:00,1
2019-06-24 06:08:00,1
2019-06-24 06:14:00,1
2019-06-24 06:17:00,1
2019-06-24 06:18:00,1
2019-06-24 06:57:00,1
2019-06-24 07:06:00,2
2019-06-24 07:07:00,1
2019-06-24 08:07:00,1
2019-06-24 08:30:00,1
2019-06-24 08:44:00,2
2019-06-24 08:49:00,1
2019-06-24 09:28:00,1
2019-06-24 09:31:00,1
2019-06-24 10:05:00,1
2019-06-24 10:08:00,1
2019-06-24 10:11:00,1
2019-06-24 11:02:00,1
2019-06-24 11:09:00,1
2019-06-24 11:11:00,1
2019-06-24 11:15:00,1
2019-06-24 11:18:00,1
2019-06-24 11:24:00,1
2019-06-24 12:30:00,1
2019-06-24 13:49:00,1
2019-06-24 14:25:00,1
2019-06-24 14:40:00,1
2019-06-24 14:50:00,1
2019-06-24 14:57:00,1
2019-06-24 15:25:00,1
2019-06-24 15:26:00,1
2019-06-24 15:57:00,1
2019-06-24 16:27:00,1
2019-06-24 16:53:00,1
2019-06-24 17:20:00,1
2019-06-24 17:23:00,1
2019-06-24 17:34:00,1
2019-06-24 17:37:00,1
2019-06-24 17:39:00,1
2019-06-24 17:49:00,1
2019-06-24 18:05:00,1
2019-06-24 19:20:00,1
2019-06-24 19:47:00,1
2019-06-24 19:48:00,1
2019-06-24 20:15:00,1
2019-06-24 20:22:00,1
2019-06-24 20:26:00,1
2019-06-24 20:32:00,2
2019-06-24 20:46:00,1
2019-06-24 21:32:00,1
2019-06-24 21:37:00,1
2019-06-24 22:07:00,1
2019-06-24 22:08:00,1
2019-06-24 22:39:00,1
2019-06-24 22:40:00,1
2019-06-24 22:42:00,1
2019-06-24 22:48:00,1
2019-06-24 22:51:00,1
2019-06-24 23:04:00,2
2019-06-24 23:12:00,1
2019-06-24 23:15:00,1
2019-06-24 23:49:00,1
2019-06-24 23:52:00,1
2019-06-24 23:54:00,1
