5,"SELECT TOP # s.objID, s.ra, s.dec, s.u, s.g, s.r, s.i, s.z, s.specObjID, o.elodieSpType, o.elodieTEff	 FROM Star s      JOIN SpecObj o ON s.specObjID = o.specObjID WHERE s.b >#    AND s.specObjID > #"
2019-06-24 07:03:00,1
2019-06-24 07:04:00,2
2019-06-24 07:08:00,1
2019-06-24 07:15:00,1
