24,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-06-24 00:40:00,1
2019-06-24 00:45:00,1
2019-06-24 03:19:00,1
2019-06-24 03:40:00,1
2019-06-24 04:15:00,1
2019-06-24 05:12:00,1
2019-06-24 05:20:00,1
2019-06-24 12:57:00,1
2019-06-24 13:36:00,1
2019-06-24 13:40:00,1
2019-06-24 13:41:00,1
2019-06-24 13:52:00,2
2019-06-24 13:53:00,2
2019-06-24 17:55:00,1
2019-06-24 21:05:00,1
2019-06-24 21:08:00,1
2019-06-24 21:09:00,1
2019-06-24 21:10:00,2
2019-06-24 21:21:00,1
2019-06-24 22:49:00,1
2019-06-24 23:50:00,1
