6,select * into mydb.MyTable from DBColumns
2019-06-24 01:17:00,1
2019-06-24 01:22:00,1
2019-06-24 01:27:00,1
2019-06-24 01:30:00,1
2019-06-24 01:34:00,1
2019-06-24 01:40:00,1
