14686,"SELECT  top # &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-06-24 00:02:00,1
2019-06-24 00:03:00,17
2019-06-24 00:04:00,37
2019-06-24 00:05:00,24
2019-06-24 00:07:00,3
2019-06-24 00:08:00,18
2019-06-24 00:12:00,1
2019-06-24 00:13:00,16
2019-06-24 00:14:00,37
2019-06-24 00:15:00,25
2019-06-24 00:17:00,3
2019-06-24 00:18:00,18
2019-06-24 00:22:00,1
2019-06-24 00:23:00,16
2019-06-24 00:24:00,37
2019-06-24 00:25:00,24
2019-06-24 00:27:00,3
2019-06-24 00:28:00,18
2019-06-24 00:32:00,1
2019-06-24 00:33:00,16
2019-06-24 00:34:00,37
2019-06-24 00:35:00,24
2019-06-24 00:37:00,3
2019-06-24 00:38:00,18
2019-06-24 00:42:00,1
2019-06-24 00:43:00,16
2019-06-24 00:44:00,38
2019-06-24 00:45:00,24
2019-06-24 00:47:00,3
2019-06-24 00:48:00,19
2019-06-24 00:52:00,1
2019-06-24 00:53:00,17
2019-06-24 00:54:00,37
2019-06-24 00:55:00,25
2019-06-24 00:57:00,3
2019-06-24 00:58:00,18
2019-06-24 01:02:00,1
2019-06-24 01:03:00,16
2019-06-24 01:04:00,41
2019-06-24 01:05:00,26
2019-06-24 01:07:00,3
2019-06-24 01:08:00,18
2019-06-24 01:12:00,1
2019-06-24 01:13:00,16
2019-06-24 01:14:00,38
2019-06-24 01:15:00,24
2019-06-24 01:17:00,3
2019-06-24 01:18:00,18
2019-06-24 01:22:00,1
2019-06-24 01:23:00,16
2019-06-24 01:24:00,37
2019-06-24 01:25:00,24
2019-06-24 01:27:00,3
2019-06-24 01:28:00,19
2019-06-24 01:32:00,1
