927,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-06-24 00:02:00,18
2019-06-24 00:39:00,42
2019-06-24 01:33:00,1
2019-06-24 02:05:00,42
2019-06-24 02:49:00,10
2019-06-24 02:50:00,10
2019-06-24 02:51:00,7
2019-06-24 02:52:00,12
2019-06-24 02:53:00,10
2019-06-24 02:54:00,51
2019-06-24 02:55:00,10
2019-06-24 02:56:00,10
2019-06-24 03:10:00,1
2019-06-24 03:58:00,42
2019-06-24 04:24:00,18
2019-06-24 05:34:00,18
2019-06-24 05:50:00,42
2019-06-24 05:57:00,42
2019-06-24 06:01:00,1
2019-06-24 08:05:00,1
2019-06-24 08:22:00,42
2019-06-24 08:23:00,18
2019-06-24 08:26:00,42
2019-06-24 08:28:00,18
2019-06-24 09:37:00,42
2019-06-24 10:02:00,1
2019-06-24 10:47:00,42
2019-06-24 13:17:00,42
2019-06-24 13:51:00,1
2019-06-24 14:54:00,1
2019-06-24 15:25:00,42
2019-06-24 15:27:00,1
2019-06-24 17:55:00,42
2019-06-24 18:07:00,42
2019-06-24 19:16:00,18
2019-06-24 19:44:00,18
2019-06-24 20:02:00,42
2019-06-24 20:49:00,42
2019-06-24 23:14:00,1
2019-06-24 23:24:00,42
