33,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-06-24 17:43:00,1
2019-06-24 17:45:00,1
2019-06-24 17:46:00,1
2019-06-24 17:48:00,1
2019-06-24 17:49:00,1
2019-06-24 17:59:00,1
2019-06-24 18:00:00,2
2019-06-24 18:03:00,2
2019-06-24 18:06:00,1
2019-06-24 18:13:00,1
2019-06-24 18:17:00,1
2019-06-24 18:18:00,1
2019-06-24 18:22:00,1
2019-06-24 18:26:00,1
2019-06-24 18:29:00,2
2019-06-24 18:32:00,1
2019-06-24 18:35:00,2
2019-06-24 18:39:00,2
2019-06-24 18:42:00,1
2019-06-24 18:46:00,1
2019-06-24 18:48:00,1
2019-06-24 19:05:00,1
2019-06-24 19:10:00,1
2019-06-24 19:14:00,1
2019-06-24 21:25:00,1
2019-06-24 21:33:00,1
2019-06-24 21:52:00,1
2019-06-24 21:56:00,1
