18,select top # * from [count_#]
2019-10-08 11:01:00,1
2019-10-08 11:02:00,4
2019-10-08 11:03:00,1
2019-10-08 11:23:00,1
2019-10-08 11:26:00,1
2019-10-08 12:29:00,4
2019-10-08 12:30:00,4
2019-10-08 12:31:00,2
