78,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-08 06:45:00,1
2019-10-08 06:47:00,2
2019-10-08 06:48:00,30
2019-10-08 08:55:00,4
2019-10-08 10:10:00,1
2019-10-08 10:13:00,1
2019-10-08 10:45:00,1
2019-10-08 12:45:00,1
2019-10-08 12:48:00,3
2019-10-08 13:20:00,1
2019-10-08 13:22:00,14
2019-10-08 13:23:00,4
2019-10-08 14:15:00,8
2019-10-08 15:45:00,1
2019-10-08 17:20:00,1
2019-10-08 17:23:00,2
2019-10-08 17:55:00,2
2019-10-08 20:50:00,1
