5,"select plate,MJD,fiberID from SpecObj where class = &&& and waveMin <= # and waveMax >= # and snMedian_g > # and snMedian_g < # and subclass = &&&"
2019-10-08 08:35:00,1
2019-10-08 08:36:00,3
2019-10-08 08:37:00,1
