158,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-10-08 11:02:00,2
2019-10-08 11:04:00,2
2019-10-08 11:05:00,2
2019-10-08 11:07:00,2
2019-10-08 13:30:00,1
2019-10-08 13:33:00,1
2019-10-08 13:35:00,1
2019-10-08 13:38:00,1
2019-10-08 13:51:00,2
2019-10-08 13:52:00,2
2019-10-08 13:53:00,4
2019-10-08 13:54:00,2
2019-10-08 13:55:00,6
2019-10-08 13:56:00,4
2019-10-08 13:57:00,6
2019-10-08 13:58:00,4
2019-10-08 13:59:00,4
2019-10-08 14:00:00,2
2019-10-08 14:01:00,2
2019-10-08 14:02:00,2
2019-10-08 15:05:00,2
2019-10-08 15:06:00,2
2019-10-08 15:07:00,4
2019-10-08 15:08:00,6
2019-10-08 15:09:00,4
2019-10-08 15:10:00,8
2019-10-08 15:11:00,2
2019-10-08 15:12:00,8
2019-10-08 15:14:00,4
2019-10-08 15:43:00,2
2019-10-08 15:45:00,2
2019-10-08 15:46:00,8
2019-10-08 15:47:00,2
2019-10-08 15:48:00,8
2019-10-08 15:49:00,4
2019-10-08 15:50:00,4
2019-10-08 15:52:00,4
2019-10-08 16:18:00,2
2019-10-08 16:20:00,4
2019-10-08 16:22:00,4
2019-10-08 16:23:00,4
2019-10-08 16:24:00,4
2019-10-08 16:25:00,2
2019-10-08 16:26:00,4
2019-10-08 16:27:00,2
2019-10-08 16:29:00,4
2019-10-08 16:32:00,2
