4,"SELECT up_id, dbo.fGetNearestObjIdAllEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdAllEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-10-22 14:41:00,1
2019-10-22 14:43:00,1
2019-10-22 14:46:00,2
