76,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-10-22 00:09:00,2
2019-10-22 00:14:00,2
2019-10-22 00:15:00,3
2019-10-22 00:17:00,1
2019-10-22 04:58:00,1
2019-10-22 05:19:00,1
2019-10-22 06:24:00,1
2019-10-22 06:25:00,1
2019-10-22 06:27:00,1
2019-10-22 07:49:00,1
2019-10-22 08:03:00,2
2019-10-22 08:04:00,2
2019-10-22 09:22:00,1
2019-10-22 10:00:00,1
2019-10-22 10:30:00,1
2019-10-22 16:21:00,2
2019-10-22 19:32:00,1
2019-10-22 21:05:00,1
2019-10-22 21:06:00,1
2019-10-22 21:07:00,1
2019-10-22 21:08:00,3
2019-10-22 21:09:00,1
2019-10-22 21:11:00,2
2019-10-22 21:12:00,1
2019-10-22 21:13:00,1
2019-10-22 21:15:00,1
2019-10-22 21:16:00,1
2019-10-22 21:19:00,1
2019-10-22 21:36:00,1
2019-10-22 21:42:00,1
2019-10-22 21:44:00,1
2019-10-22 21:46:00,1
2019-10-22 21:48:00,1
2019-10-22 21:49:00,1
2019-10-22 21:51:00,1
2019-10-22 21:54:00,2
2019-10-22 21:56:00,1
2019-10-22 21:59:00,1
2019-10-22 22:00:00,1
2019-10-22 22:01:00,2
2019-10-22 22:02:00,2
2019-10-22 22:03:00,1
2019-10-22 22:04:00,2
2019-10-22 22:06:00,1
2019-10-22 22:08:00,1
2019-10-22 22:10:00,1
2019-10-22 22:13:00,1
2019-10-22 22:14:00,1
2019-10-22 22:15:00,1
2019-10-22 22:36:00,1
2019-10-22 22:40:00,1
2019-10-22 22:42:00,1
2019-10-22 22:45:00,1
2019-10-22 22:48:00,1
2019-10-22 22:54:00,1
2019-10-22 23:01:00,1
2019-10-22 23:08:00,1
2019-10-22 23:31:00,1
2019-10-22 23:41:00,1
2019-10-22 23:43:00,1
2019-10-22 23:49:00,1
2019-10-22 23:53:00,1
