126,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-10-22 00:07:00,1
2019-10-22 00:29:00,1
2019-10-22 00:32:00,1
2019-10-22 00:51:00,1
2019-10-22 01:31:00,1
2019-10-22 01:42:00,1
2019-10-22 01:48:00,1
2019-10-22 02:19:00,1
2019-10-22 02:24:00,1
2019-10-22 06:16:00,1
2019-10-22 07:14:00,1
2019-10-22 07:15:00,1
2019-10-22 07:17:00,2
2019-10-22 07:19:00,1
2019-10-22 07:20:00,1
2019-10-22 07:21:00,1
2019-10-22 07:30:00,1
2019-10-22 07:33:00,1
2019-10-22 07:34:00,1
2019-10-22 07:35:00,2
2019-10-22 07:36:00,1
2019-10-22 07:37:00,1
2019-10-22 07:38:00,1
2019-10-22 07:39:00,1
2019-10-22 07:40:00,2
2019-10-22 07:41:00,1
2019-10-22 08:25:00,1
2019-10-22 08:27:00,1
2019-10-22 08:36:00,1
2019-10-22 08:43:00,1
2019-10-22 09:16:00,1
2019-10-22 10:03:00,1
2019-10-22 10:15:00,1
2019-10-22 10:28:00,1
2019-10-22 11:20:00,1
2019-10-22 11:22:00,1
2019-10-22 11:45:00,1
2019-10-22 12:51:00,1
2019-10-22 14:11:00,1
2019-10-22 14:17:00,1
2019-10-22 14:21:00,1
2019-10-22 14:23:00,1
2019-10-22 14:25:00,1
2019-10-22 14:30:00,1
2019-10-22 14:40:00,1
2019-10-22 14:53:00,1
2019-10-22 14:55:00,1
2019-10-22 15:00:00,2
2019-10-22 17:01:00,1
2019-10-22 17:07:00,1
2019-10-22 17:25:00,1
2019-10-22 17:26:00,1
2019-10-22 17:29:00,1
2019-10-22 17:33:00,2
2019-10-22 18:24:00,1
2019-10-22 18:25:00,1
2019-10-22 18:30:00,2
2019-10-22 18:39:00,1
2019-10-22 18:40:00,2
2019-10-22 18:51:00,1
2019-10-22 18:52:00,1
2019-10-22 18:53:00,2
2019-10-22 18:58:00,1
2019-10-22 19:03:00,3
2019-10-22 19:04:00,1
2019-10-22 19:09:00,1
2019-10-22 19:10:00,2
2019-10-22 19:13:00,1
2019-10-22 19:16:00,1
2019-10-22 19:18:00,1
2019-10-22 19:19:00,1
2019-10-22 19:26:00,2
2019-10-22 19:28:00,1
2019-10-22 19:32:00,1
2019-10-22 19:34:00,1
2019-10-22 19:35:00,1
2019-10-22 19:49:00,1
2019-10-22 19:53:00,1
2019-10-22 19:54:00,1
2019-10-22 19:55:00,1
2019-10-22 19:57:00,1
2019-10-22 19:58:00,1
2019-10-22 20:21:00,1
2019-10-22 20:29:00,1
2019-10-22 20:34:00,1
2019-10-22 20:38:00,1
2019-10-22 20:39:00,1
2019-10-22 20:41:00,1
2019-10-22 20:44:00,1
2019-10-22 20:46:00,1
2019-10-22 20:48:00,1
2019-10-22 20:51:00,1
2019-10-22 20:58:00,1
2019-10-22 20:59:00,1
2019-10-22 21:00:00,1
2019-10-22 21:01:00,2
2019-10-22 21:02:00,1
2019-10-22 21:11:00,1
2019-10-22 21:12:00,1
2019-10-22 21:13:00,1
2019-10-22 21:19:00,1
2019-10-22 21:20:00,1
2019-10-22 21:25:00,1
2019-10-22 21:26:00,1
2019-10-22 21:40:00,1
2019-10-22 21:41:00,1
2019-10-22 22:00:00,1
2019-10-22 22:05:00,1
2019-10-22 22:37:00,1
2019-10-22 22:47:00,1
2019-10-22 23:13:00,1
2019-10-22 23:43:00,1
2019-10-22 23:58:00,1
