727,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=# AND s.mjd=# AND s.fiberid=#)"
2019-10-22 14:17:00,1
2019-10-22 19:11:00,3
2019-10-22 19:12:00,3
2019-10-22 19:13:00,4
2019-10-22 19:14:00,4
2019-10-22 19:15:00,4
2019-10-22 19:16:00,5
2019-10-22 19:17:00,1
2019-10-22 19:18:00,2
2019-10-22 19:20:00,3
2019-10-22 19:21:00,1
2019-10-22 19:22:00,6
2019-10-22 19:24:00,2
2019-10-22 19:25:00,8
2019-10-22 19:26:00,3
2019-10-22 19:27:00,4
2019-10-22 19:29:00,1
2019-10-22 19:30:00,2
2019-10-22 19:31:00,3
2019-10-22 19:32:00,4
2019-10-22 19:33:00,3
2019-10-22 19:34:00,5
2019-10-22 19:35:00,3
2019-10-22 19:37:00,1
2019-10-22 19:38:00,2
2019-10-22 19:39:00,1
2019-10-22 19:40:00,3
2019-10-22 19:41:00,4
2019-10-22 19:42:00,3
2019-10-22 19:43:00,4
2019-10-22 19:44:00,4
2019-10-22 19:45:00,5
2019-10-22 19:46:00,3
2019-10-22 19:47:00,5
2019-10-22 19:48:00,2
2019-10-22 19:49:00,1
2019-10-22 19:50:00,6
2019-10-22 19:51:00,1
2019-10-22 19:52:00,1
2019-10-22 19:53:00,7
2019-10-22 19:54:00,10
2019-10-22 19:55:00,8
2019-10-22 19:56:00,8
2019-10-22 19:57:00,3
2019-10-22 19:58:00,4
2019-10-22 19:59:00,4
2019-10-22 20:00:00,1
2019-10-22 20:01:00,6
2019-10-22 20:02:00,4
2019-10-22 20:03:00,4
2019-10-22 20:04:00,1
2019-10-22 20:05:00,1
2019-10-22 20:06:00,2
2019-10-22 20:07:00,6
2019-10-22 20:08:00,4
2019-10-22 20:09:00,2
2019-10-22 20:10:00,6
2019-10-22 20:11:00,5
2019-10-22 20:12:00,3
2019-10-22 20:23:00,1
2019-10-22 20:24:00,1
2019-10-22 20:25:00,1
2019-10-22 20:26:00,1
2019-10-22 20:27:00,6
2019-10-22 20:30:00,3
2019-10-22 20:32:00,5
2019-10-22 20:34:00,3
2019-10-22 20:37:00,1
2019-10-22 20:38:00,4
2019-10-22 20:39:00,2
2019-10-22 20:40:00,1
2019-10-22 20:41:00,1
2019-10-22 20:42:00,3
2019-10-22 20:43:00,4
2019-10-22 20:45:00,1
2019-10-22 20:46:00,5
2019-10-22 20:47:00,3
2019-10-22 20:49:00,3
2019-10-22 20:51:00,2
2019-10-22 20:52:00,1
2019-10-22 20:54:00,5
2019-10-22 20:55:00,2
2019-10-22 20:56:00,5
2019-10-22 20:57:00,2
2019-10-22 21:00:00,1
2019-10-22 21:01:00,4
2019-10-22 21:02:00,7
2019-10-22 21:03:00,2
2019-10-22 21:04:00,3
2019-10-22 21:05:00,9
2019-10-22 21:06:00,2
2019-10-22 21:08:00,3
2019-10-22 21:09:00,5
2019-10-22 21:10:00,2
2019-10-22 21:12:00,1
2019-10-22 21:13:00,1
2019-10-22 21:14:00,2
2019-10-22 21:15:00,3
2019-10-22 21:16:00,3
2019-10-22 21:17:00,3
2019-10-22 21:18:00,5
2019-10-22 21:19:00,1
2019-10-22 21:23:00,2
2019-10-22 21:24:00,1
2019-10-22 21:25:00,2
2019-10-22 21:26:00,3
2019-10-22 21:27:00,4
2019-10-22 21:28:00,2
2019-10-22 21:29:00,2
2019-10-22 21:30:00,2
2019-10-22 21:31:00,2
2019-10-22 21:33:00,1
2019-10-22 21:34:00,3
2019-10-22 21:35:00,1
