1056,"SELECT objID, ra, dec FROM Star WHERE (ra between # and #) and (dec between # and #)"
2019-10-22 09:05:00,37
2019-10-22 09:06:00,76
2019-10-22 09:07:00,135
2019-10-22 09:17:00,165
2019-10-22 09:18:00,239
2019-10-22 09:19:00,105
2019-10-22 09:20:00,22
2019-10-22 09:22:00,49
2019-10-22 09:23:00,54
2019-10-22 09:24:00,35
2019-10-22 09:25:00,5
2019-10-22 09:39:00,48
2019-10-22 09:44:00,86
