180,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-10-22 03:02:00,1
2019-10-22 03:03:00,1
2019-10-22 03:04:00,2
2019-10-22 03:08:00,1
2019-10-22 03:09:00,1
2019-10-22 03:10:00,1
2019-10-22 03:11:00,1
2019-10-22 03:13:00,1
2019-10-22 03:14:00,1
2019-10-22 03:15:00,1
2019-10-22 03:18:00,1
2019-10-22 03:20:00,1
2019-10-22 03:22:00,1
2019-10-22 03:24:00,1
2019-10-22 03:25:00,2
2019-10-22 03:26:00,1
2019-10-22 03:27:00,2
2019-10-22 03:28:00,2
2019-10-22 03:29:00,2
2019-10-22 03:30:00,1
2019-10-22 03:31:00,2
2019-10-22 03:33:00,1
2019-10-22 03:34:00,2
2019-10-22 03:35:00,2
2019-10-22 03:38:00,1
2019-10-22 03:39:00,2
2019-10-22 03:40:00,2
2019-10-22 03:43:00,1
2019-10-22 03:44:00,3
2019-10-22 03:45:00,1
2019-10-22 03:48:00,1
2019-10-22 03:49:00,3
2019-10-22 03:50:00,1
2019-10-22 03:51:00,3
2019-10-22 03:52:00,2
2019-10-22 03:53:00,1
2019-10-22 03:54:00,2
2019-10-22 03:55:00,1
2019-10-22 03:56:00,1
2019-10-22 03:57:00,1
2019-10-22 03:58:00,1
2019-10-22 03:59:00,1
2019-10-22 04:00:00,1
2019-10-22 04:01:00,2
2019-10-22 04:02:00,2
2019-10-22 04:03:00,2
2019-10-22 04:04:00,2
2019-10-22 04:05:00,1
2019-10-22 04:06:00,2
2019-10-22 04:07:00,3
2019-10-22 04:08:00,1
2019-10-22 04:09:00,2
2019-10-22 04:10:00,2
2019-10-22 04:11:00,2
2019-10-22 04:12:00,3
2019-10-22 04:14:00,2
2019-10-22 05:45:00,1
2019-10-22 06:08:00,1
2019-10-22 07:26:00,1
2019-10-22 08:08:00,1
2019-10-22 08:46:00,1
2019-10-22 11:26:00,1
2019-10-22 11:30:00,1
2019-10-22 11:31:00,2
2019-10-22 11:32:00,1
2019-10-22 11:33:00,2
2019-10-22 11:34:00,1
2019-10-22 11:43:00,2
2019-10-22 11:44:00,3
2019-10-22 11:45:00,1
2019-10-22 11:46:00,2
2019-10-22 11:51:00,4
2019-10-22 11:52:00,1
2019-10-22 11:55:00,1
2019-10-22 14:20:00,2
2019-10-22 14:21:00,1
2019-10-22 15:00:00,1
2019-10-22 15:01:00,16
2019-10-22 15:02:00,16
2019-10-22 15:03:00,7
2019-10-22 16:06:00,1
2019-10-22 16:20:00,1
2019-10-22 17:12:00,1
2019-10-22 17:14:00,1
2019-10-22 17:15:00,1
2019-10-22 20:24:00,1
2019-10-22 20:25:00,3
2019-10-22 20:42:00,2
2019-10-22 20:43:00,3
2019-10-22 21:02:00,3
2019-10-22 21:03:00,2
2019-10-22 21:08:00,2
2019-10-22 21:09:00,2
