72,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-10-22 14:30:00,1
2019-10-22 15:23:00,1
2019-10-22 15:37:00,1
2019-10-22 16:17:00,1
2019-10-22 16:18:00,2
2019-10-22 16:20:00,1
2019-10-22 16:22:00,1
2019-10-22 16:24:00,1
2019-10-22 16:26:00,1
2019-10-22 16:28:00,1
2019-10-22 16:30:00,1
2019-10-22 16:32:00,1
2019-10-22 16:34:00,1
2019-10-22 16:36:00,1
2019-10-22 16:38:00,1
2019-10-22 16:40:00,2
2019-10-22 16:42:00,1
2019-10-22 16:44:00,1
2019-10-22 16:47:00,1
2019-10-22 16:49:00,3
2019-10-22 16:51:00,1
2019-10-22 16:53:00,1
2019-10-22 16:55:00,1
2019-10-22 16:57:00,1
2019-10-22 16:59:00,1
2019-10-22 17:02:00,1
2019-10-22 17:04:00,1
2019-10-22 17:06:00,1
2019-10-22 17:08:00,1
2019-10-22 17:10:00,2
2019-10-22 17:12:00,3
2019-10-22 17:15:00,2
2019-10-22 17:17:00,1
2019-10-22 17:19:00,1
2019-10-22 17:22:00,2
2019-10-22 17:24:00,1
2019-10-22 17:26:00,1
2019-10-22 17:28:00,1
2019-10-22 17:30:00,1
2019-10-22 17:33:00,2
2019-10-22 17:35:00,1
2019-10-22 17:37:00,1
2019-10-22 17:39:00,1
2019-10-22 17:42:00,1
2019-10-22 17:44:00,1
2019-10-22 17:46:00,1
2019-10-22 17:48:00,2
2019-10-22 17:50:00,1
2019-10-22 17:52:00,1
2019-10-22 17:54:00,1
2019-10-22 17:56:00,1
2019-10-22 18:04:00,1
2019-10-22 18:11:00,1
2019-10-22 18:19:00,1
2019-10-22 18:35:00,1
2019-10-22 18:43:00,1
2019-10-22 18:52:00,1
2019-10-22 19:00:00,1
2019-10-22 19:08:00,1
2019-10-22 19:16:00,1
2019-10-22 19:24:00,1
