3845,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-02-04 11:01:00,2
2019-02-04 11:02:00,5
2019-02-04 11:03:00,20
2019-02-04 11:04:00,21
2019-02-04 11:05:00,15
2019-02-04 11:06:00,12
2019-02-04 11:07:00,10
2019-02-04 11:09:00,3
2019-02-04 11:10:00,7
2019-02-04 11:12:00,11
2019-02-04 11:13:00,9
2019-02-04 11:14:00,18
2019-02-04 11:15:00,21
2019-02-04 11:16:00,11
2019-02-04 11:28:00,10
2019-02-04 11:30:00,1
2019-02-04 11:32:00,13
2019-02-04 11:33:00,4
2019-02-04 11:34:00,14
2019-02-04 11:35:00,20
2019-02-04 11:36:00,6
2019-02-04 11:37:00,10
2019-02-04 11:38:00,20
2019-02-04 11:39:00,21
2019-02-04 11:40:00,19
2019-02-04 11:41:00,13
2019-02-04 11:42:00,17
2019-02-04 11:44:00,14
2019-02-04 11:45:00,20
2019-02-04 11:46:00,21
2019-02-04 11:47:00,20
2019-02-04 11:48:00,18
2019-02-04 11:49:00,20
2019-02-04 11:50:00,2
2019-02-04 11:56:00,11
2019-02-04 11:57:00,20
2019-02-04 11:58:00,21
2019-02-04 11:59:00,21
2019-02-04 12:00:00,20
2019-02-04 12:01:00,21
2019-02-04 12:02:00,1
2019-02-04 13:02:00,17
2019-02-04 13:03:00,20
2019-02-04 13:04:00,21
2019-02-04 13:05:00,18
2019-02-04 13:06:00,20
2019-02-04 13:07:00,17
2019-02-04 13:58:00,1
2019-02-04 13:59:00,19
2019-02-04 14:00:00,21
2019-02-04 14:01:00,21
2019-02-04 14:02:00,21
2019-02-04 14:03:00,20
2019-02-04 14:04:00,12
2019-02-04 16:29:00,9
2019-02-04 16:30:00,41
2019-02-04 16:33:00,10
2019-02-04 16:34:00,11
2019-02-04 16:35:00,12
2019-02-04 16:36:00,12
2019-02-04 16:37:00,10
2019-02-04 16:38:00,10
2019-02-04 16:39:00,5
2019-02-04 16:40:00,10
2019-02-04 16:41:00,10
2019-02-04 16:42:00,10
2019-02-04 16:43:00,15
2019-02-04 16:44:00,1
2019-02-04 16:45:00,14
2019-02-04 18:42:00,5
2019-02-04 18:43:00,10
2019-02-04 18:44:00,9
2019-02-04 18:45:00,11
2019-02-04 18:46:00,1
2019-02-04 18:47:00,19
2019-02-04 18:48:00,10
2019-02-04 18:49:00,10
2019-02-04 18:50:00,10
2019-02-04 18:51:00,10
2019-02-04 18:52:00,10
2019-02-04 18:53:00,10
2019-02-04 18:54:00,10
2019-02-04 18:55:00,10
2019-02-04 18:56:00,10
2019-02-04 18:57:00,10
2019-02-04 18:58:00,10
2019-02-04 18:59:00,10
2019-02-04 19:00:00,10
2019-02-04 19:01:00,10
2019-02-04 19:02:00,3
2019-02-04 19:03:00,12
2019-02-04 19:04:00,10
2019-02-04 19:05:00,5
2019-02-04 19:06:00,4
2019-02-04 19:07:00,21
2019-02-04 19:08:00,15
2019-02-04 19:09:00,10
2019-02-04 19:10:00,5
2019-02-04 19:11:00,10
2019-02-04 19:12:00,10
2019-02-04 19:13:00,5
2019-02-04 19:14:00,10
2019-02-04 19:15:00,10
2019-02-04 19:16:00,15
2019-02-04 19:17:00,10
2019-02-04 19:18:00,10
2019-02-04 19:19:00,10
2019-02-04 19:20:00,10
2019-02-04 19:21:00,10
2019-02-04 19:22:00,5
2019-02-04 19:23:00,3
2019-02-04 19:24:00,22
2019-02-04 19:25:00,10
2019-02-04 19:26:00,10
2019-02-04 19:27:00,10
2019-02-04 19:28:00,15
2019-02-04 19:29:00,5
2019-02-04 19:30:00,12
2019-02-04 19:31:00,10
2019-02-04 19:32:00,5
2019-02-04 19:33:00,15
2019-02-04 19:35:00,19
2019-02-04 19:36:00,6
2019-02-04 19:37:00,10
2019-02-04 19:38:00,15
2019-02-04 19:39:00,8
2019-02-04 19:40:00,12
2019-02-04 19:41:00,10
2019-02-04 19:42:00,10
2019-02-04 19:43:00,10
2019-02-04 19:44:00,15
2019-02-04 19:45:00,10
2019-02-04 19:46:00,10
2019-02-04 19:47:00,10
2019-02-04 19:48:00,10
2019-02-04 19:50:00,20
2019-02-04 19:51:00,5
2019-02-04 19:52:00,10
2019-02-04 19:53:00,10
2019-02-04 19:54:00,11
2019-02-04 19:55:00,11
2019-02-04 19:56:00,3
2019-02-04 19:57:00,10
2019-02-04 19:58:00,10
2019-02-04 19:59:00,10
2019-02-04 20:00:00,5
2019-02-04 20:01:00,15
2019-02-04 20:02:00,10
2019-02-04 20:03:00,15
2019-02-04 20:05:00,10
2019-02-04 20:06:00,10
2019-02-04 20:07:00,10
2019-02-04 20:08:00,7
