6,"SELECT info.plateID,info.mjd,info.fiberid,line.sigma_balmer,line.sigma_forbidden from galSpecLine as line join galspecinfo as info on line.specobjid = info.specobjid   where info.plateid > #"
2019-02-04 12:01:00,3
2019-02-04 12:02:00,3
