3393,"SELECT G.objID as sdss_ID, G.ra as RA, G.dec as DEC, P.z as redshift, p.zErr as redshift_err, G.modelMag_u as MODEL_MAG_U, G.modelMag_g as MODEL_MAG_G, G.modelMag_r as MODEL_MAG_R, G.modelMag_i as MODEL_MAG_I, G.modelMag_z as MODEL_MAG_Z, G.modelMagErr_u as MODEL_MAG_U_err, G.modelMagErr_g as MODEL_MAG_G_err, G.modelMagErr_r as MODEL_MAG_R_err, G.modelMagErr_i as MODEL_MAG_I_err, G.modelMagErr_z as MODEL_MAG_Z_err, P.absMagU, P.absMagG, P.absMagR, P.absMagI, P.absMagZ FROM Galaxy as G JOIN dbo.fGetNearbyObjEq(#,#,#) AS GN ON G.objID = GN.objID JOIN Photoz as P ON P.objID = G.objID"
2019-02-04 21:37:00,1
2019-02-04 21:38:00,14
2019-02-04 21:39:00,44
2019-02-04 21:40:00,25
2019-02-04 21:41:00,43
2019-02-04 21:42:00,45
2019-02-04 21:43:00,45
2019-02-04 21:44:00,47
2019-02-04 21:45:00,45
2019-02-04 21:46:00,46
2019-02-04 21:47:00,47
2019-02-04 21:48:00,45
2019-02-04 21:49:00,45
2019-02-04 21:50:00,36
2019-02-04 21:51:00,41
2019-02-04 21:52:00,45
2019-02-04 21:53:00,41
2019-02-04 21:54:00,42
2019-02-04 21:55:00,43
2019-02-04 21:56:00,43
2019-02-04 21:57:00,41
2019-02-04 21:58:00,44
2019-02-04 21:59:00,41
2019-02-04 22:00:00,40
2019-02-04 22:01:00,42
2019-02-04 22:02:00,41
2019-02-04 22:03:00,42
2019-02-04 22:04:00,41
2019-02-04 22:05:00,39
2019-02-04 22:06:00,36
2019-02-04 22:07:00,41
2019-02-04 22:08:00,40
2019-02-04 22:09:00,40
2019-02-04 22:10:00,39
2019-02-04 22:11:00,39
2019-02-04 22:12:00,39
2019-02-04 22:13:00,39
2019-02-04 22:14:00,38
2019-02-04 22:15:00,36
2019-02-04 22:16:00,39
2019-02-04 22:17:00,38
2019-02-04 22:18:00,38
2019-02-04 22:19:00,39
2019-02-04 22:20:00,37
2019-02-04 22:21:00,37
2019-02-04 22:22:00,38
2019-02-04 22:23:00,38
2019-02-04 22:24:00,37
2019-02-04 22:25:00,37
2019-02-04 22:26:00,38
2019-02-04 22:27:00,36
2019-02-04 22:28:00,37
2019-02-04 22:29:00,37
2019-02-04 22:30:00,37
2019-02-04 22:31:00,35
2019-02-04 22:32:00,37
2019-02-04 22:33:00,35
2019-02-04 22:34:00,36
2019-02-04 22:35:00,36
2019-02-04 22:36:00,35
2019-02-04 22:37:00,34
2019-02-04 22:38:00,36
2019-02-04 22:39:00,34
2019-02-04 22:40:00,34
2019-02-04 22:41:00,34
2019-02-04 22:42:00,33
2019-02-04 22:43:00,34
2019-02-04 22:44:00,34
2019-02-04 22:45:00,34
2019-02-04 22:46:00,34
2019-02-04 22:47:00,33
2019-02-04 22:48:00,34
2019-02-04 22:49:00,34
2019-02-04 22:50:00,32
2019-02-04 22:51:00,34
2019-02-04 22:52:00,34
2019-02-04 22:53:00,33
2019-02-04 22:54:00,32
2019-02-04 22:55:00,34
2019-02-04 22:56:00,31
2019-02-04 22:57:00,31
2019-02-04 22:58:00,30
2019-02-04 22:59:00,31
2019-02-04 23:00:00,32
2019-02-04 23:01:00,31
2019-02-04 23:02:00,32
2019-02-04 23:03:00,31
2019-02-04 23:04:00,31
2019-02-04 23:05:00,30
2019-02-04 23:06:00,29
2019-02-04 23:07:00,29
2019-02-04 23:08:00,30
2019-02-04 23:09:00,28
2019-02-04 23:10:00,8
