207,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-02-04 03:07:00,1
2019-02-04 03:08:00,3
2019-02-04 03:10:00,1
2019-02-04 03:21:00,4
2019-02-04 03:22:00,6
2019-02-04 03:23:00,1
2019-02-04 03:25:00,2
2019-02-04 04:33:00,6
2019-02-04 04:34:00,4
2019-02-04 04:36:00,1
2019-02-04 04:38:00,2
2019-02-04 05:20:00,5
2019-02-04 05:23:00,2
2019-02-04 05:26:00,2
2019-02-04 05:36:00,4
2019-02-04 05:37:00,4
2019-02-04 05:38:00,2
2019-02-04 05:39:00,2
2019-02-04 05:41:00,2
2019-02-04 05:50:00,8
2019-02-04 05:52:00,3
2019-02-04 05:54:00,2
2019-02-04 06:05:00,2
2019-02-04 06:06:00,4
2019-02-04 06:08:00,4
2019-02-04 06:09:00,1
2019-02-04 06:10:00,2
2019-02-04 06:20:00,10
2019-02-04 06:22:00,2
2019-02-04 06:24:00,2
2019-02-04 06:34:00,4
2019-02-04 06:35:00,2
2019-02-04 06:36:00,4
2019-02-04 06:38:00,1
2019-02-04 06:39:00,2
2019-02-04 06:48:00,4
2019-02-04 06:50:00,6
2019-02-04 06:52:00,2
2019-02-04 06:53:00,2
2019-02-04 07:17:00,3
2019-02-04 07:18:00,2
2019-02-04 07:19:00,3
2019-02-04 07:21:00,3
2019-02-04 07:34:00,4
2019-02-04 07:35:00,4
2019-02-04 07:36:00,2
2019-02-04 07:37:00,2
2019-02-04 07:38:00,2
2019-02-04 07:48:00,2
2019-02-04 07:49:00,3
2019-02-04 07:50:00,1
2019-02-04 07:51:00,4
2019-02-04 07:52:00,2
2019-02-04 07:54:00,2
2019-02-04 08:03:00,6
2019-02-04 08:04:00,1
2019-02-04 08:17:00,4
2019-02-04 08:19:00,6
2019-02-04 08:21:00,1
2019-02-04 08:22:00,2
2019-02-04 08:32:00,8
2019-02-04 08:33:00,2
2019-02-04 08:35:00,3
2019-02-04 08:37:00,2
2019-02-04 08:54:00,1
2019-02-04 08:56:00,1
2019-02-04 08:57:00,1
2019-02-04 08:59:00,1
2019-02-04 09:13:00,2
2019-02-04 09:15:00,1
2019-02-04 09:18:00,1
2019-02-04 09:34:00,1
2019-02-04 09:35:00,2
2019-02-04 09:38:00,1
