351,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-02-04 00:54:00,5
2019-02-04 00:55:00,8
2019-02-04 00:56:00,9
2019-02-04 00:57:00,8
2019-02-04 00:58:00,11
2019-02-04 00:59:00,9
2019-02-04 01:00:00,10
2019-02-04 01:01:00,10
2019-02-04 01:02:00,8
2019-02-04 01:03:00,8
2019-02-04 01:04:00,7
2019-02-04 01:05:00,9
2019-02-04 01:06:00,3
2019-02-04 01:14:00,1
2019-02-04 01:15:00,2
2019-02-04 01:16:00,1
2019-02-04 01:17:00,4
2019-02-04 01:18:00,4
2019-02-04 01:19:00,5
2019-02-04 01:20:00,7
2019-02-04 01:21:00,5
2019-02-04 01:22:00,7
2019-02-04 01:23:00,4
2019-02-04 01:24:00,7
2019-02-04 01:25:00,3
2019-02-04 01:26:00,7
2019-02-04 01:27:00,6
2019-02-04 01:28:00,5
2019-02-04 01:29:00,7
2019-02-04 01:30:00,5
2019-02-04 01:31:00,7
2019-02-04 01:32:00,7
2019-02-04 01:33:00,4
2019-02-04 01:34:00,6
2019-02-04 01:35:00,4
2019-02-04 01:36:00,6
2019-02-04 01:37:00,7
2019-02-04 01:38:00,6
2019-02-04 01:39:00,6
2019-02-04 01:40:00,7
2019-02-04 01:41:00,7
2019-02-04 01:42:00,7
2019-02-04 01:43:00,7
2019-02-04 01:44:00,8
2019-02-04 01:45:00,6
2019-02-04 01:46:00,6
2019-02-04 01:47:00,6
2019-02-04 01:48:00,1
2019-02-04 01:49:00,6
2019-02-04 01:50:00,1
2019-02-04 01:51:00,3
2019-02-04 01:53:00,4
2019-02-04 01:55:00,1
2019-02-04 01:56:00,4
2019-02-04 01:57:00,1
2019-02-04 01:58:00,1
2019-02-04 01:59:00,5
2019-02-04 02:00:00,7
2019-02-04 02:01:00,7
2019-02-04 02:02:00,7
2019-02-04 02:03:00,7
2019-02-04 02:04:00,2
2019-02-04 02:14:00,2
